customer_id,total_orders,total_revenue,average_order_value
16679,3,793.06,264.35
13296,6,792.51,132.09
14022,2,792.15,396.07
16250,3,791.38,263.79
14976,7,790.86,112.98
13484,3,790.72,263.57
13544,6,790.2,131.7
14656,5,790.0,158.0
13016,3,789.89,263.3
16759,3,789.79,263.26
16472,2,789.6,394.8
15448,2,788.81,394.4
17952,4,788.46,197.12
17817,6,788.15,131.36
14513,6,788.01,131.34
13323,5,787.85,157.57
16468,3,787.52,262.51
13212,3,786.83,262.28
14463,4,786.57,196.64
12628,3,786.46,262.15
16739,2,786.43,393.22
13770,4,785.37,196.34
13541,2,785.25,392.63
15806,3,784.58,261.53
13595,3,784.48,261.49
13415,4,784.17,196.04
15714,5,783.96,156.79
12761,2,782.95,391.48
16836,4,782.37,195.59
15952,4,781.91,195.48
17255,4,781.7,195.42
13453,3,781.69,260.56
13287,3,781.59,260.53
15679,4,781.28,195.32
15239,2,780.59,390.3
13502,5,780.5,156.1
15246,3,780.4,260.13
17691,4,780.05,195.01
18228,2,779.9,389.95
12735,2,779.57,389.78
12504,4,779.05,194.76
13781,3,778.83,259.61
14815,2,778.5,389.25
14690,4,777.68,194.42
13563,2,777.53,388.76
13745,2,777.36,388.68
15837,2,777.01,388.5
15794,2,777.0,388.5
15618,4,776.85,194.21
14997,4,776.6,194.15
15092,3,776.46,258.82
15743,4,775.96,193.99
13314,3,775.94,258.65
17482,2,775.64,387.82
15921,4,775.26,193.81
15414,3,774.9,258.3
15773,2,774.52,387.26
18058,3,774.06,258.02
18112,4,773.36,193.34
16565,4,773.05,193.26
17349,5,772.41,154.48
12923,3,770.42,256.81
17801,3,770.03,256.68
14838,2,769.92,384.96
16978,3,768.88,256.29
13980,5,768.82,153.76
15331,3,767.91,255.97
13712,2,766.42,383.21
12991,3,764.82,254.94
14413,4,764.52,191.13
13699,2,764.15,382.07
16602,2,763.33,381.67
17466,2,763.28,381.64
15428,4,762.75,190.69
16806,4,762.16,190.54
13598,5,761.96,152.39
14883,6,761.59,126.93
17425,2,759.17,379.59
18246,3,758.82,252.94
16720,3,758.74,252.91
15908,2,758.62,379.31
15568,3,758.29,252.76
15006,2,757.78,378.89
16392,3,756.7,252.23
16892,7,754.75,107.82
18034,3,754.2,251.4
14234,4,754.12,188.53
14247,5,753.56,150.71
17579,4,753.28,188.32
14998,4,753.18,188.29
13730,2,752.6,376.3
13070,4,751.7,187.93
16972,2,749.0,374.5
14048,3,748.69,249.56
15656,4,748.5,187.13
17387,2,746.81,373.4
14942,4,746.56,186.64
17889,7,746.42,106.63
14050,2,746.36,373.18
16465,2,746.24,373.12
18190,5,745.62,149.12
14228,3,745.5,248.5
13950,4,745.06,186.26
13236,2,744.85,372.43
12871,3,744.02,248.01
14104,5,743.53,148.71
17038,2,743.17,371.58
16730,3,743.11,247.7
15420,6,743.0,123.83
14302,3,742.9,247.63
12465,2,742.19,371.1
18275,2,741.85,370.92
13721,2,741.54,370.77
13713,3,740.76,246.92
15919,2,739.77,369.88
15720,2,739.22,369.61
15988,3,738.89,246.3
15462,4,737.05,184.26
16075,2,736.93,368.47
17461,3,735.82,245.27
15045,2,735.66,367.83
12527,5,735.51,147.1
17430,4,735.17,183.79
15938,9,734.81,81.65
17979,4,732.41,183.1
13780,3,732.07,244.02
13575,5,732.07,146.41
17548,4,731.26,182.81
17681,5,731.2,146.24
14778,2,730.86,365.43
13921,4,730.7,182.68
13452,3,729.8,243.27
12925,3,729.33,243.11
15872,4,729.25,182.31
17756,3,728.75,242.92
17547,2,727.85,363.93
17141,4,727.58,181.9
17374,3,727.11,242.37
16447,3,727.1,242.37
18078,4,725.53,181.38
12723,5,725.07,145.01
17964,2,724.97,362.49
13729,3,724.73,241.58
14798,8,724.31,90.54
17572,10,723.01,72.3
15368,2,722.74,361.37
17615,6,721.8,120.3
13441,2,720.9,360.45
16023,3,719.81,239.94
17999,3,718.8,239.6
13537,2,717.85,358.93
12573,5,717.41,143.48
16526,2,717.21,358.61
15274,2,716.57,358.28
12519,2,716.54,358.27
12535,2,716.35,358.17
12492,3,715.21,238.4
15330,2,714.96,357.48
13512,4,713.39,178.35
14026,2,713.11,356.55
13147,4,712.8,178.2
14470,3,712.04,237.35
15127,2,711.5,355.75
13103,3,709.64,236.55
13057,3,709.59,236.53
13927,2,708.26,354.13
14398,2,707.79,353.89
16449,2,707.69,353.85
13626,2,707.04,353.52
16309,2,706.57,353.28
17051,4,706.49,176.62
12890,2,706.02,353.01
16364,2,705.79,352.89
16882,3,705.12,235.04
16015,3,704.55,234.85
12883,4,703.47,175.87
15103,2,703.36,351.68
17561,4,703.02,175.75
14699,4,702.6,175.65
16997,3,702.0,234.0
17825,4,701.96,175.49
14324,2,701.61,350.81
14179,2,701.57,350.79
14356,2,701.23,350.62
13833,2,700.41,350.21
17163,4,699.78,174.94
13242,7,699.4,99.91
16018,4,698.13,174.53
14497,2,697.06,348.53
16415,3,696.76,232.25
15700,2,696.68,348.34
14959,4,695.42,173.85
13101,4,695.4,173.85
15053,3,693.95,231.32
14111,4,692.85,173.21
17733,2,692.19,346.1
12817,3,690.98,230.33
14880,3,690.59,230.2
16545,2,689.82,344.91
17834,2,689.67,344.84
17502,4,689.1,172.28
15361,4,689.07,172.27
12450,5,688.2,137.64
18017,4,688.0,172.0
15901,7,687.72,98.25
14809,2,686.76,343.38
13898,2,686.4,343.2
16824,3,686.24,228.75
17935,7,686.14,98.02
15257,2,685.9,342.95
15219,2,685.45,342.73
15184,4,685.39,171.35
16885,4,684.6,171.15
13585,3,684.54,228.18
15669,4,684.34,171.09
15207,3,683.92,227.97
17874,6,683.46,113.91
15582,3,682.91,227.64
13987,2,682.54,341.27
12601,6,681.26,113.54
18271,2,680.85,340.43
13524,5,680.18,136.04
13809,3,679.7,226.57
14151,2,679.45,339.73
13430,2,679.45,339.73
17782,2,679.02,339.51
14182,4,678.77,169.69
13925,4,678.25,169.56
13974,2,677.72,338.86
16601,3,677.0,225.67
13040,2,676.99,338.5
17462,2,675.69,337.84
13951,3,674.45,224.82
14504,4,673.26,168.31
16648,3,672.8,224.27
16226,5,672.17,134.43
17011,3,671.7,223.9
15562,3,671.43,223.81
17709,5,671.01,134.2
13398,2,670.34,335.17
17418,3,670.06,223.35
13741,3,668.43,222.81
16268,2,667.65,333.82
17962,4,666.96,166.74
18123,3,666.64,222.21
13217,4,666.48,166.62
17105,2,665.78,332.89
16132,2,664.2,332.1
16704,2,664.16,332.08
13596,2,664.11,332.06
15643,3,664.0,221.33
14720,3,663.81,221.27
16573,2,663.61,331.81
15350,2,663.25,331.63
12837,2,662.66,331.33
16862,4,662.33,165.58
14425,3,661.39,220.46
13028,2,661.32,330.66
12386,2,660.8,330.4
17375,4,660.55,165.14
15405,2,659.84,329.92
15492,2,659.46,329.73
13759,2,659.41,329.7
14452,4,658.95,164.74
14150,2,658.64,329.32
13433,4,658.32,164.58
16887,3,658.17,219.39
15715,5,658.02,131.6
16696,4,657.9,164.47
17852,5,657.81,131.56
17459,2,657.3,328.65
16157,3,656.69,218.9
14558,3,655.5,218.5
17371,6,655.37,109.23
16117,3,654.4,218.13
17398,3,653.38,217.79
13496,2,653.33,326.66
18121,2,653.3,326.65
15205,2,653.24,326.62
13820,3,652.75,217.58
17523,4,652.74,163.19
12855,4,650.94,162.73
16969,3,650.41,216.8
17779,3,650.32,216.77
14034,3,648.89,216.3
12844,4,648.6,162.15
16495,3,648.26,216.09
17777,3,647.56,215.85
16734,3,646.76,215.59
13474,3,646.59,215.53
14024,3,645.74,215.25
17380,3,645.0,215.0
12719,2,644.95,322.48
16185,3,644.72,214.91
17312,3,644.3,214.77
17963,4,643.16,160.79
15297,3,641.94,213.98
14537,2,641.4,320.7
12365,2,641.38,320.69
12624,2,641.13,320.56
13318,3,640.76,213.59
14563,2,640.54,320.27
12538,2,640.45,320.23
12880,2,640.13,320.06
15183,3,639.93,213.31
12734,3,639.65,213.22
15648,2,639.5,319.75
17998,3,639.24,213.08
16428,3,638.49,212.83
14664,2,636.24,318.12
15829,2,636.14,318.07
17334,3,635.15,211.72
14365,2,634.68,317.34
14219,3,633.83,211.28
15666,2,632.94,316.47
13540,3,632.39,210.8
14237,2,632.14,316.07
18183,2,632.07,316.03
13822,2,632.0,316.0
13706,2,631.17,315.59
16193,2,630.43,315.22
16399,3,630.22,210.07
13525,2,628.78,314.39
14283,4,628.44,157.11
16158,9,628.32,69.81
13480,2,627.82,313.91
13914,2,626.45,313.23
14381,2,625.94,312.97
14793,2,625.9,312.95
16715,2,625.52,312.76
16330,7,625.38,89.34
17134,3,625.3,208.43
13776,2,623.98,311.99
16750,5,623.93,124.79
16792,5,623.46,124.69
16431,3,623.28,207.76
15258,2,623.16,311.58
12575,2,622.82,311.41
14115,2,622.67,311.33
17005,2,622.36,311.18
18101,5,622.01,124.4
14169,2,621.51,310.75
16368,3,621.44,207.15
15016,5,620.89,124.18
13836,2,620.37,310.19
14339,2,620.27,310.13
15276,4,619.8,154.95
13444,2,619.08,309.54
13020,2,618.96,309.48
14079,2,618.73,309.37
13493,2,618.63,309.31
14594,2,618.33,309.17
12596,2,618.27,309.13
13301,4,618.09,154.52
14455,4,617.72,154.43
15956,2,617.6,308.8
14377,2,617.05,308.52
16311,2,616.26,308.13
17639,6,615.17,102.53
14077,6,615.08,102.51
16847,2,614.89,307.44
16566,5,614.66,122.93
16844,2,614.34,307.17
16343,3,614.12,204.71
14570,3,613.75,204.58
17035,4,613.59,153.4
15362,2,613.08,306.54
16178,2,612.6,306.3
16589,4,612.36,153.09
13008,3,612.13,204.04
15232,2,612.06,306.03
13731,2,610.59,305.29
13832,2,609.89,304.94
14636,2,609.85,304.92
15748,3,609.81,203.27
17325,3,609.57,203.19
17707,8,609.3,76.16
16675,2,608.86,304.43
13933,2,608.79,304.39
15018,3,607.46,202.49
17473,2,607.0,303.5
15717,5,607.0,121.4
17119,2,606.91,303.45
15158,2,606.02,303.01
16590,2,605.9,302.95
17507,2,605.58,302.79
14323,2,605.06,302.53
16321,7,604.55,86.36
12944,2,604.51,302.25
14611,2,604.33,302.16
13106,2,603.46,301.73
16080,4,602.56,150.64
12654,5,601.98,120.4
17270,2,601.45,300.73
17745,2,600.34,300.17
18211,5,600.07,120.01
17678,2,599.76,299.88
12556,2,599.56,299.78
13311,2,598.57,299.29
15424,3,597.78,199.26
14569,4,597.33,149.33
16780,3,596.4,198.8
15346,3,596.12,198.71
17845,4,596.09,149.02
14965,2,596.09,298.04
17209,3,595.7,198.57
17658,2,595.42,297.71
13684,4,594.88,148.72
14771,2,594.62,297.31
13558,4,594.52,148.63
14746,4,593.5,148.38
16412,5,593.19,118.64
18232,4,592.97,148.24
16776,2,592.51,296.25
13472,2,592.24,296.12
12790,2,591.85,295.93
17483,4,591.73,147.93
15524,2,591.4,295.7
17098,3,591.07,197.02
15160,4,589.27,147.32
15624,4,588.13,147.03
15191,3,588.05,196.02
17890,2,586.89,293.44
14173,6,586.0,97.67
17392,3,585.92,195.31
12384,2,585.27,292.63
12800,3,584.25,194.75
14023,2,584.07,292.03
15762,2,583.75,291.88
17014,3,583.43,194.48
14670,3,583.33,194.44
16445,4,583.16,145.79
15918,3,582.88,194.29
16802,2,582.61,291.31
16596,4,579.63,144.91
14529,3,578.61,192.87
18262,3,577.54,192.51
17557,4,575.46,143.87
17773,2,575.37,287.69
13262,3,573.45,191.15
17274,2,573.22,286.61
12879,3,573.22,191.07
13379,3,572.56,190.85
14053,4,572.3,143.07
12816,2,572.2,286.1
13816,2,571.67,285.83
15198,5,571.35,114.27
15691,4,571.3,142.82
18053,3,571.07,190.36
15821,2,570.96,285.48
13190,3,570.66,190.22
17122,4,570.5,142.63
15315,2,570.5,285.25
15857,2,570.48,285.24
14170,3,570.18,190.06
17433,2,569.96,284.98
15169,2,569.22,284.61
15920,9,569.14,63.24
13406,2,568.92,284.46
18244,2,568.64,284.32
13321,2,567.36,283.68
16667,2,567.18,283.59
14208,2,567.05,283.52
15627,2,566.9,283.45
13998,3,566.7,188.9
18150,3,566.58,188.86
13894,3,564.62,188.21
15344,3,563.94,187.98
15143,2,563.63,281.81
15597,2,563.37,281.69
14986,2,563.1,281.55
12559,2,561.71,280.86
17233,3,560.86,186.95
17413,2,560.14,280.07
14273,4,559.97,139.99
17503,2,558.96,279.48
14592,3,557.94,185.98
18127,4,556.13,139.03
13024,2,555.87,277.94
15102,2,554.67,277.33
15634,2,554.65,277.33
18056,2,554.6,277.3
16641,2,554.5,277.25
15650,2,553.88,276.94
12363,2,552.0,276.0
13677,2,551.24,275.62
16414,5,551.21,110.24
17265,2,550.01,275.0
15055,3,549.12,183.04
15842,2,548.8,274.4
13948,4,548.76,137.19
16936,2,548.29,274.14
18039,4,548.22,137.06
15598,2,548.02,274.01
16031,2,547.9,273.95
16811,2,547.07,273.53
17637,2,547.06,273.53
17295,3,547.0,182.33
15080,2,546.25,273.13
15728,2,544.6,272.3
16475,4,544.3,136.07
13955,3,544.07,181.36
14716,3,543.28,181.09
16927,3,543.05,181.02
15959,3,542.89,180.96
16519,4,542.76,135.69
13785,4,542.49,135.62
15675,4,542.04,135.51
16230,2,542.03,271.01
16060,3,541.95,180.65
16647,4,541.9,135.47
17447,2,541.53,270.76
17643,2,541.25,270.63
17580,5,541.02,108.2
16576,2,540.87,270.44
12743,2,540.13,270.06
17524,3,539.14,179.71
13812,3,539.0,179.67
14539,2,537.48,268.74
16804,3,536.99,179.0
13207,4,535.86,133.97
15890,5,535.65,107.13
12810,2,534.99,267.5
13807,3,534.8,178.27
17436,5,534.06,106.81
16707,4,533.41,133.35
13594,2,533.32,266.66
15433,2,533.3,266.65
15659,3,532.49,177.5
15115,2,531.85,265.93
14940,2,531.49,265.75
16583,2,531.4,265.7
16706,3,531.35,177.12
16935,3,530.86,176.95
15917,5,530.17,106.03
14002,2,529.73,264.87
17458,2,529.58,264.79
18191,2,529.4,264.7
16406,3,528.36,176.12
15756,4,528.01,132.0
14616,5,527.78,105.56
16421,3,526.27,175.42
15467,3,524.88,174.96
15683,2,524.54,262.27
17765,4,524.0,131.0
13277,7,523.3,74.76
13605,2,522.67,261.34
16413,2,522.03,261.01
17514,2,522.0,261.0
12956,4,521.89,130.47
15689,3,521.03,173.68
12571,2,519.61,259.81
12825,2,518.63,259.31
13600,2,518.42,259.21
18205,2,517.36,258.68
14311,2,516.45,258.23
13859,2,515.86,257.93
14949,4,515.0,128.75
17510,2,514.56,257.28
18212,2,514.37,257.19
12897,4,514.25,128.56
12977,4,513.88,128.47
18011,2,513.58,256.79
16829,2,513.32,256.66
13177,2,512.2,256.1
12361,4,511.25,127.81
16561,2,511.12,255.56
13710,3,509.52,169.84
12907,2,508.91,254.45
17391,2,508.8,254.4
13067,3,508.51,169.5
14552,3,507.93,169.31
17384,3,507.55,169.18
13885,2,506.8,253.4
13123,2,506.75,253.38
14647,2,506.04,253.02
14807,2,504.14,252.07
17630,2,503.6,251.8
12376,2,503.15,251.57
12419,2,503.01,251.5
17266,5,501.72,100.34
13865,4,501.56,125.39
15881,5,501.39,100.28
14968,2,501.24,250.62
13247,4,501.12,125.28
18049,2,500.92,250.46
17248,2,500.54,250.27
16616,2,500.42,250.21
17110,3,499.9,166.63
16402,2,499.1,249.55
17256,5,498.93,99.79
16488,3,498.8,166.27
14171,2,498.79,249.4
17680,3,497.45,165.82
17335,2,497.04,248.52
17923,3,497.0,165.67
12943,2,496.5,248.25
15278,4,496.16,124.04
12904,2,496.06,248.03
16977,4,496.0,124.0
17995,3,495.48,165.16
16352,2,494.44,247.22
15447,5,492.88,98.58
18203,4,492.52,123.13
14663,2,490.6,245.3
15877,2,490.33,245.17
14416,2,490.22,245.11
12634,2,490.0,245.0
17476,2,489.86,244.93
17715,2,489.6,244.8
17988,14,489.54,34.97
14722,3,489.52,163.17
18280,2,488.15,244.07
17608,4,488.06,122.02
16021,2,487.03,243.51
13733,2,487.03,243.51
13675,2,486.82,243.41
17453,2,486.72,243.36
12920,4,486.64,121.66
15216,2,486.09,243.05
16999,2,484.82,242.41
16024,3,483.99,161.33
16603,2,482.47,241.24
17996,3,482.33,160.78
12542,2,481.88,240.94
15174,2,481.46,240.73
15048,4,479.7,119.93
13428,3,478.54,159.51
15589,3,478.53,159.51
15277,2,476.34,238.17
15780,3,475.28,158.43
16552,2,475.02,237.51
14322,4,474.1,118.52
13194,2,472.78,236.39
14975,2,472.39,236.19
13642,4,472.2,118.05
13161,2,472.13,236.06
16038,3,471.78,157.26
16473,4,470.83,117.71
13066,2,470.8,235.4
15963,2,470.76,235.38
17254,3,469.48,156.49
14058,2,469.19,234.6
14369,2,469.13,234.56
13171,3,468.41,156.14
14491,2,468.13,234.06
17294,2,467.79,233.89
17187,2,467.71,233.85
14029,2,467.66,233.83
16390,3,467.5,155.83
12958,2,467.34,233.67
14052,2,466.66,233.33
14148,2,466.29,233.14
13248,2,465.68,232.84
17181,3,465.37,155.12
13928,4,464.57,116.14
15349,2,463.91,231.95
14727,3,463.73,154.58
17040,2,463.25,231.62
14331,2,462.66,231.33
15958,4,462.12,115.53
14954,2,462.12,231.06
15540,2,460.68,230.34
16310,2,460.08,230.04
17111,2,459.58,229.79
13957,3,458.25,152.75
14599,2,457.89,228.94
14011,2,457.82,228.91
15121,2,457.72,228.86
12375,2,457.5,228.75
17344,2,457.36,228.68
14819,4,456.41,114.1
16039,2,456.4,228.2
14296,2,456.4,228.2
12999,3,455.88,151.96
14335,2,454.86,227.43
16765,2,454.75,227.38
17067,3,454.54,151.51
17564,3,454.01,151.34
17376,4,453.64,113.41
18158,2,453.4,226.7
16799,2,452.78,226.39
13698,2,451.73,225.87
12831,3,451.11,150.37
15124,4,450.82,112.7
13150,3,449.97,149.99
14784,3,449.93,149.98
13877,3,449.68,149.89
13489,4,449.52,112.38
15126,2,449.49,224.75
15418,2,449.42,224.71
17823,2,449.25,224.63
14761,3,447.92,149.31
14780,2,447.68,223.84
13754,3,447.05,149.02
17370,4,446.18,111.55
14010,2,445.15,222.58
18134,2,445.0,222.5
12788,4,444.9,111.22
18270,3,444.55,148.18
16424,2,443.06,221.53
14996,2,442.29,221.15
17699,2,442.0,221.0
13954,2,439.92,219.96
16968,2,439.43,219.72
17718,2,439.18,219.59
13432,2,439.1,219.55
13964,2,438.9,219.45
17807,3,437.87,145.96
12552,2,437.82,218.91
17070,2,437.42,218.71
12672,2,437.05,218.53
16166,2,435.83,217.92
12445,2,434.98,217.49
15323,3,434.6,144.87
14910,4,434.35,108.59
14238,3,434.23,144.74
16888,3,434.2,144.73
16939,3,433.85,144.62
12493,2,433.74,216.87
16522,2,433.36,216.68
16604,2,432.45,216.22
15488,5,431.92,86.38
12452,2,430.57,215.28
12827,3,430.15,143.38
15461,2,429.7,214.85
15230,2,429.6,214.8
15036,3,429.56,143.19
13413,6,429.44,71.57
15888,3,429.16,143.05
17740,6,426.9,71.15
14877,2,425.85,212.93
13703,2,425.56,212.78
15545,2,424.3,212.15
16913,3,423.91,141.3
17330,4,423.8,105.95
14097,2,422.86,211.43
13374,2,422.8,211.4
16689,2,422.6,211.3
16149,3,422.22,140.74
16773,3,421.24,140.41
15206,4,420.3,105.08
15711,2,420.25,210.13
13672,3,419.92,139.97
13442,3,419.87,139.96
13079,6,419.18,69.86
15262,3,418.82,139.61
12593,3,418.1,139.37
13073,2,418.08,209.04
17232,2,417.77,208.88
16832,5,417.61,83.52
14762,2,417.57,208.78
17258,2,417.3,208.65
16816,4,417.06,104.27
15935,2,416.86,208.43
16957,2,416.64,208.32
15011,2,416.6,208.3
16356,6,415.87,69.31
12930,2,415.8,207.9
13565,3,414.8,138.27
18278,2,414.2,207.1
13002,3,414.13,138.04
13669,3,413.55,137.85
14082,2,413.36,206.68
17601,2,413.08,206.54
17767,2,413.05,206.52
17662,2,412.92,206.46
14620,2,412.78,206.39
16932,3,412.55,137.52
18050,2,412.06,206.03
15960,4,410.95,102.74
13827,3,409.8,136.6
15894,2,409.69,204.84
14581,2,409.65,204.82
16864,2,409.25,204.63
16921,3,409.21,136.4
16243,2,409.1,204.55
13686,3,409.04,136.35
12974,2,408.95,204.47
16629,2,408.63,204.31
16324,3,408.59,136.2
17285,2,407.94,203.97
12353,2,406.76,203.38
16632,2,406.4,203.2
17000,2,406.3,203.15
12741,2,406.07,203.03
16815,2,406.02,203.01
16484,2,404.3,202.15
12498,3,403.7,134.57
17785,3,403.38,134.46
16315,2,402.71,201.36
15504,4,402.7,100.67
17094,2,402.2,201.1
16998,5,402.0,80.4
14494,3,401.46,133.82
14471,2,400.95,200.48
14358,2,400.06,200.03
15501,2,399.95,199.97
15446,3,399.75,133.25
13252,2,399.3,199.65
17830,3,398.7,132.9
15522,2,397.99,199.0
12508,2,397.88,198.94
15037,2,397.76,198.88
15280,3,397.52,132.51
15429,2,397.35,198.68
17789,2,397.15,198.57
13597,2,396.71,198.35
15883,2,396.48,198.24
17918,3,396.39,132.13
15577,5,396.03,79.21
16893,2,395.82,197.91
13083,3,395.43,131.81
12677,2,395.1,197.55
16538,3,395.07,131.69
18048,3,394.93,131.64
17300,2,393.64,196.82
15437,2,393.45,196.72
17563,2,392.38,196.19
18110,2,392.28,196.14
16827,5,392.13,78.43
18024,2,389.78,194.89
17286,3,389.18,129.73
18227,2,388.75,194.38
13899,2,388.52,194.26
13673,2,387.44,193.72
17771,4,387.41,96.85
17595,2,386.69,193.34
16148,2,386.62,193.31
14779,3,386.15,128.72
13584,3,385.7,128.57
12889,4,385.46,96.36
12829,3,385.3,128.43
14826,2,385.2,192.6
17711,2,385.1,192.55
17171,2,384.59,192.3
16868,3,384.56,128.19
16433,2,384.52,192.26
17357,2,384.39,192.19
14598,2,384.04,192.02
13792,3,383.95,127.98
17804,3,383.78,127.93
15440,3,383.68,127.89
12547,3,383.58,127.86
12832,2,383.03,191.52
13817,2,382.98,191.49
17403,2,382.87,191.44
16988,2,382.67,191.34
13657,2,382.14,191.07
17753,4,382.06,95.52
17250,2,381.97,190.99
14908,2,381.9,190.95
17393,2,381.15,190.57
17573,3,380.6,126.87
14731,3,380.02,126.67
16930,3,378.89,126.3
17078,2,378.2,189.1
12651,4,377.75,94.44
17736,3,377.44,125.81
17783,3,376.96,125.65
16544,4,376.7,94.17
17489,2,376.64,188.32
14353,3,376.5,125.5
13997,3,376.46,125.49
14448,2,375.35,187.68
14067,2,374.7,187.35
17912,6,374.55,62.43
14736,2,374.05,187.02
13283,4,373.36,93.34
17810,2,373.16,186.58
14981,2,372.92,186.46
12895,2,372.8,186.4
12981,2,372.22,186.11
13164,2,372.2,186.1
17245,2,371.63,185.81
18155,3,371.62,123.87
14168,2,370.45,185.22
15458,2,370.44,185.22
14172,3,369.02,123.01
17792,2,368.35,184.18
15989,2,368.31,184.16
14962,4,366.91,91.73
16974,2,365.5,182.75
13545,2,364.93,182.47
17536,3,364.83,121.61
15949,2,364.72,182.36
14253,2,363.4,181.7
16078,2,362.99,181.5
16378,3,362.95,120.98
13962,3,362.8,120.93
14840,2,362.71,181.36
14122,3,362.42,120.81
17339,3,362.36,120.79
16448,2,361.12,180.56
17772,3,360.75,120.25
17945,3,360.35,120.12
15008,2,360.0,180.0
14926,2,359.4,179.7
16856,3,358.49,119.5
16606,2,357.66,178.83
18040,2,357.2,178.6
18273,4,357.0,89.25
14500,3,356.85,118.95
17200,4,356.71,89.18
15840,2,355.56,177.78
15863,5,355.1,71.02
15986,2,354.42,177.21
12888,2,354.12,177.06
12845,4,354.09,88.52
16323,2,353.66,176.83
16382,2,353.1,176.55
16690,4,353.03,88.26
15334,3,350.82,116.94
17252,2,348.91,174.45
17577,2,348.75,174.38
17668,2,347.75,173.88
17780,3,346.56,115.52
13234,2,346.5,173.25
15781,3,345.46,115.15
15519,2,344.61,172.31
16990,2,344.0,172.0
13068,2,344.0,172.0
18081,3,343.45,114.48
13519,2,343.21,171.61
17795,2,342.83,171.41
16851,3,342.45,114.15
17835,3,342.24,114.08
17660,2,342.22,171.11
16585,2,341.59,170.8
13187,4,341.36,85.34
17928,3,341.24,113.75
16259,3,340.94,113.65
17542,3,340.85,113.62
14799,2,338.15,169.07
13930,2,337.34,168.67
13482,2,336.09,168.05
17967,2,335.69,167.84
17917,3,335.03,111.68
14241,2,333.7,166.85
16234,3,333.18,111.06
16006,2,332.82,166.41
13904,2,332.64,166.32
16452,2,332.17,166.09
17647,3,331.66,110.55
15512,4,331.58,82.9
16478,3,331.0,110.33
15878,2,330.77,165.38
17776,2,330.56,165.28
14517,2,330.45,165.22
13010,2,330.12,165.06
17518,2,329.42,164.71
16286,2,328.95,164.47
16855,2,328.4,164.2
15213,2,328.35,164.17
15709,2,327.85,163.93
16322,2,326.75,163.38
13646,2,326.25,163.13
18047,2,326.09,163.05
12804,2,325.37,162.69
15670,2,325.2,162.6
18261,2,324.24,162.12
16685,2,324.24,162.12
13834,2,324.19,162.09
17440,4,323.58,80.89
16342,4,322.41,80.6
14823,3,321.43,107.14
17182,2,321.3,160.65
15869,3,321.11,107.04
15432,2,320.76,160.38
17843,2,320.4,160.2
17309,3,320.39,106.8
16436,3,319.14,106.38
17229,2,318.76,159.38
16273,2,318.34,159.17
15682,2,318.24,159.12
17267,2,317.2,158.6
17689,2,317.08,158.54
17408,3,316.09,105.36
15042,2,315.45,157.72
16091,2,315.06,157.53
15873,4,313.92,78.48
15196,2,313.7,156.85
12665,3,313.6,104.53
13226,2,312.46,156.23
17326,2,312.35,156.18
15724,3,310.85,103.62
16373,2,309.49,154.75
14181,2,308.35,154.18
13529,2,307.76,153.88
15374,2,307.32,153.66
13718,2,306.55,153.28
18059,3,306.46,102.15
16524,2,306.19,153.09
15454,2,305.99,153.0
15135,2,305.68,152.84
15163,2,304.47,152.24
16217,2,304.25,152.13
16674,2,304.24,152.12
14990,2,304.17,152.09
17383,2,304.09,152.05
16489,2,303.7,151.85
14806,2,303.43,151.72
18255,2,303.15,151.57
14043,2,302.6,151.3
15054,2,302.1,151.05
13773,2,301.54,150.77
16437,2,301.25,150.63
16479,2,300.83,150.42
16050,3,300.7,100.23
17556,2,300.67,150.34
17991,3,300.3,100.1
17766,2,299.61,149.81
12864,2,299.57,149.78
13346,6,299.4,49.9
17898,4,299.18,74.8
18018,4,297.99,74.5
14835,2,297.0,148.5
12898,2,296.21,148.1
17301,2,294.39,147.19
15060,4,294.25,73.56
13739,2,292.2,146.1
14985,2,292.01,146.0
17882,2,291.56,145.78
16897,2,289.78,144.89
15041,2,289.4,144.7
14162,2,289.36,144.68
17501,2,288.6,144.3
16808,2,288.42,144.21
17497,2,287.25,143.63
13508,2,287.05,143.52
14660,2,285.74,142.87
16890,3,285.41,95.14
15445,2,284.5,142.25
17359,2,284.46,142.23
15354,3,284.4,94.8
13616,2,283.85,141.93
15662,2,283.73,141.87
13909,2,282.85,141.42
15936,2,282.79,141.4
16557,2,281.85,140.93
13679,3,281.26,93.75
18042,2,281.15,140.58
12851,2,280.76,140.38
13080,4,280.73,70.18
14242,2,280.55,140.27
13581,2,280.53,140.26
14183,2,278.34,139.17
14303,2,277.94,138.97
15355,2,277.05,138.53
13606,3,276.75,92.25
13272,2,276.56,138.28
13399,3,275.4,91.8
16313,2,274.15,137.07
12789,3,273.35,91.12
13307,3,273.34,91.11
13861,2,273.26,136.63
13917,2,272.04,136.02
17292,2,271.75,135.88
14436,2,271.7,135.85
13058,3,271.4,90.47
15943,2,271.29,135.65
17278,2,271.24,135.62
14520,2,270.6,135.3
16757,2,270.48,135.24
13533,3,269.09,89.7
14039,2,267.28,133.64
15423,3,266.89,88.96
17786,2,266.85,133.43
13837,2,266.59,133.29
12962,2,266.39,133.19
16089,2,263.49,131.75
17808,4,262.64,65.66
14957,2,261.69,130.84
13189,2,260.68,130.34
17901,3,260.08,86.69
