customer_id,total_orders,total_revenue,average_order_value,first_purchase_date,last_purchase_date,days_since_last_purchase,repeat_customer_flag
16063,1,335.32,335.32,2011-03-24,2011-03-24,261,0
17917,3,335.03,111.68,2010-12-12,2011-10-25,46,1
12489,1,334.93,334.93,2011-01-07,2011-01-07,337,0
17821,1,334.62,334.62,2010-10-29,2010-10-29,407,0
12350,1,334.4,334.4,2011-02-02,2011-02-02,311,0
17607,1,333.81,333.81,2010-11-28,2010-11-28,377,0
13216,1,333.74,333.74,2011-03-17,2011-03-17,268,0
14241,2,333.7,166.85,2010-01-12,2011-06-09,184,1
16234,3,333.18,111.06,2010-05-27,2010-08-20,477,1
16006,2,332.82,166.41,2010-11-17,2011-05-12,212,1
14137,1,332.7,332.7,2010-01-13,2010-01-13,696,0
13904,2,332.64,166.32,2011-02-18,2011-11-02,38,1
16850,1,332.41,332.41,2011-01-10,2011-01-10,334,0
16803,1,332.3,332.3,2011-10-05,2011-10-05,66,0
16452,2,332.17,166.09,2010-01-15,2010-03-19,631,1
17647,3,331.66,110.55,2010-02-08,2011-10-05,66,1
15512,4,331.58,82.9,2010-02-01,2011-07-07,156,1
17435,1,331.35,331.35,2010-10-24,2010-10-24,412,0
16030,1,331.24,331.24,2011-02-03,2011-02-03,310,0
13981,1,331.14,331.14,2010-10-20,2010-10-20,416,0
16478,3,331.0,110.33,2011-10-05,2011-11-14,26,1
15878,2,330.77,165.38,2009-12-06,2010-05-27,562,1
17776,2,330.56,165.28,2009-12-16,2010-11-18,387,1
14517,2,330.45,165.22,2011-07-21,2011-11-06,34,1
12807,1,330.35,330.35,2010-11-21,2010-11-21,384,0
13010,2,330.12,165.06,2010-03-01,2010-11-30,375,1
15130,1,330.11,330.11,2011-06-23,2011-06-23,170,0
12850,1,330.0,330.0,2010-09-20,2010-09-20,446,0
18186,1,329.58,329.58,2009-12-17,2009-12-17,723,0
17518,2,329.42,164.71,2010-03-28,2010-10-10,426,1
17914,1,329.36,329.36,2011-12-06,2011-12-06,4,0
17154,1,329.34,329.34,2011-09-25,2011-09-25,76,0
15153,1,329.25,329.25,2011-11-08,2011-11-08,32,0
15979,1,329.22,329.22,2010-04-16,2010-04-16,603,0
16286,2,328.95,164.47,2010-03-26,2010-08-19,478,1
14012,1,328.8,328.8,2011-03-07,2011-03-07,278,0
16855,2,328.4,164.2,2011-10-27,2011-11-16,24,1
15213,2,328.35,164.17,2011-01-14,2011-01-25,319,1
14747,1,328.2,328.2,2011-04-04,2011-04-04,250,0
16318,1,328.15,328.15,2011-11-04,2011-11-04,36,0
15709,2,327.85,163.93,2010-04-29,2011-03-01,284,1
17196,1,327.75,327.75,2010-10-08,2010-10-08,428,0
15735,1,327.68,327.68,2010-10-14,2010-10-14,422,0
13498,1,327.38,327.38,2009-12-09,2009-12-09,731,0
16322,2,326.75,163.38,2011-11-03,2011-12-08,2,1
12460,1,326.65,326.65,2010-09-09,2010-09-09,457,0
13646,2,326.25,163.13,2010-11-05,2010-11-05,400,1
18047,2,326.09,163.05,2010-11-23,2010-11-23,382,1
17439,1,325.74,325.74,2010-02-22,2010-02-22,656,0
12804,2,325.37,162.69,2010-07-27,2010-08-31,466,1
13661,1,325.24,325.24,2010-04-15,2010-04-15,604,0
15670,2,325.2,162.6,2010-06-01,2011-02-16,297,1
13801,1,324.8,324.8,2011-10-04,2011-10-04,67,0
15982,1,324.51,324.51,2010-04-13,2010-04-13,606,0
12946,1,324.45,324.45,2010-09-29,2010-09-29,437,0
18261,2,324.24,162.12,2011-09-05,2011-10-27,44,1
16685,2,324.24,162.12,2011-10-09,2011-10-09,62,1
13834,2,324.19,162.09,2010-02-08,2010-05-12,577,1
17440,4,323.58,80.89,2010-06-08,2011-07-06,157,1
13025,1,323.39,323.39,2009-12-08,2009-12-08,732,0
16195,1,323.25,323.25,2009-12-16,2009-12-16,724,0
14263,1,322.93,322.93,2010-10-12,2010-10-12,424,0
16627,1,322.8,322.8,2011-09-21,2011-09-21,80,0
14832,1,322.69,322.69,2010-03-19,2010-03-19,631,0
16342,4,322.41,80.6,2011-06-13,2011-09-25,76,1
14424,1,322.08,322.08,2011-11-22,2011-11-22,18,0
15726,1,321.91,321.91,2010-11-14,2010-11-14,391,0
18090,1,321.9,321.9,2010-10-14,2010-10-14,422,0
13111,1,321.88,321.88,2009-12-21,2009-12-21,719,0
17471,1,321.65,321.65,2010-08-22,2010-08-22,475,0
14070,1,321.6,321.6,2010-01-24,2010-01-24,685,0
15770,1,321.45,321.45,2010-04-06,2010-04-06,613,0
14823,3,321.43,107.14,2011-05-29,2011-06-12,181,1
17182,2,321.3,160.65,2009-12-21,2010-10-13,423,1
15869,3,321.11,107.04,2010-03-23,2011-03-07,278,1
15236,1,321.05,321.05,2011-02-14,2011-02-14,299,0
15432,2,320.76,160.38,2010-06-16,2011-11-16,24,1
14622,1,320.58,320.58,2011-06-08,2011-06-08,185,0
13986,1,320.46,320.46,2011-11-22,2011-11-22,18,0
17843,2,320.4,160.2,2010-10-24,2011-02-09,304,1
17309,3,320.39,106.8,2010-02-04,2011-09-05,96,1
16683,1,320.25,320.25,2010-06-24,2010-06-24,534,0
13942,1,320.0,320.0,2010-06-23,2010-06-23,535,0
13843,1,319.75,319.75,2010-11-23,2010-11-23,382,0
16436,3,319.14,106.38,2009-12-06,2010-02-09,669,1
16967,1,319.02,319.02,2011-06-03,2011-06-03,190,0
17229,2,318.76,159.38,2011-07-20,2011-09-04,97,1
16273,2,318.34,159.17,2010-02-21,2010-03-01,649,1
15682,2,318.24,159.12,2010-01-21,2010-04-19,600,1
14703,1,318.17,318.17,2011-11-25,2011-11-25,15,0
17839,1,318.15,318.15,2011-10-28,2011-10-28,43,0
18253,1,317.88,317.88,2010-03-07,2010-03-07,643,0
17267,2,317.2,158.6,2011-08-04,2011-08-04,128,1
15616,1,317.11,317.11,2010-09-27,2010-09-27,439,0
17689,2,317.08,158.54,2010-08-22,2010-11-16,389,1
16761,1,316.62,316.62,2011-09-04,2011-09-04,97,0
15204,1,316.58,316.58,2010-12-17,2010-12-17,358,0
12529,1,316.48,316.48,2010-06-29,2010-06-29,529,0
13494,1,316.26,316.26,2011-02-01,2011-02-01,312,0
17408,3,316.09,105.36,2010-07-13,2011-06-29,164,1
18117,1,315.65,315.65,2011-11-14,2011-11-14,26,0
12614,1,315.6,315.6,2011-03-07,2011-03-07,278,0
15042,2,315.45,157.72,2010-04-23,2011-05-24,200,1
16091,2,315.06,157.53,2011-05-25,2011-07-08,155,1
17121,1,314.74,314.74,2010-11-02,2010-11-02,403,0
14991,1,314.67,314.67,2010-10-05,2010-10-05,431,0
18206,1,314.66,314.66,2010-06-04,2010-06-04,554,0
12650,1,314.44,314.44,2011-12-06,2011-12-06,4,0
18070,1,314.1,314.1,2010-02-08,2010-02-08,670,0
15873,4,313.92,78.48,2010-07-27,2010-07-28,500,1
15196,2,313.7,156.85,2009-12-13,2010-10-03,433,1
13087,1,313.64,313.64,2009-12-13,2009-12-13,727,0
16582,1,313.62,313.62,2011-08-18,2011-08-18,114,0
12665,3,313.6,104.53,2010-02-08,2011-01-19,325,1
13845,1,312.98,312.98,2011-10-06,2011-10-06,65,0
15162,1,312.9,312.9,2009-12-08,2009-12-08,732,0
13905,1,312.65,312.65,2009-12-07,2009-12-07,733,0
15318,1,312.62,312.62,2011-12-06,2011-12-06,4,0
13226,2,312.46,156.23,2010-11-11,2011-03-11,274,1
12834,1,312.38,312.38,2011-03-02,2011-03-02,283,0
17326,2,312.35,156.18,2010-06-28,2010-10-27,409,1
14094,1,311.77,311.77,2010-09-26,2010-09-26,440,0
14951,1,311.69,311.69,2011-09-21,2011-09-21,80,0
12852,1,311.55,311.55,2011-02-18,2011-02-18,295,0
13990,1,311.3,311.3,2011-05-10,2011-05-10,214,0
15724,3,310.85,103.62,2010-11-04,2011-05-22,202,1
16328,1,310.83,310.83,2010-05-25,2010-05-25,564,0
13400,1,310.83,310.83,2010-05-06,2010-05-06,583,0
13847,1,310.72,310.72,2009-12-20,2009-12-20,720,0
16439,1,310.7,310.7,2009-12-17,2009-12-17,723,0
12738,1,310.7,310.7,2010-12-02,2010-12-02,373,0
15185,1,310.62,310.62,2011-09-30,2011-09-30,71,0
14848,1,310.56,310.56,2010-10-31,2010-10-31,405,0
15308,1,310.47,310.47,2011-03-10,2011-03-10,275,0
15188,1,310.43,310.43,2009-12-14,2009-12-14,726,0
13315,1,310.26,310.26,2010-01-19,2010-01-19,690,0
14749,1,310.15,310.15,2010-08-17,2010-08-17,480,0
13628,1,310.14,310.14,2010-02-01,2010-02-01,677,0
15699,1,309.65,309.65,2011-11-22,2011-11-22,18,0
16373,2,309.49,154.75,2010-10-24,2010-11-22,383,1
12884,1,309.05,309.05,2011-09-12,2011-09-12,89,0
15010,1,308.94,308.94,2011-11-04,2011-11-04,36,0
16956,1,308.74,308.74,2011-11-22,2011-11-22,18,0
16194,1,308.6,308.6,2010-11-29,2010-11-29,376,0
14181,2,308.35,154.18,2010-05-26,2010-10-25,411,1
14927,1,308.2,308.2,2010-11-08,2010-11-08,397,0
15302,1,308.0,308.0,2009-12-09,2009-12-09,731,0
15778,1,307.95,307.95,2010-10-04,2010-10-04,432,0
13289,1,307.95,307.95,2009-12-16,2009-12-16,724,0
16123,1,307.78,307.78,2011-10-19,2011-10-19,52,0
13529,2,307.76,153.88,2011-05-19,2011-09-22,79,1
14777,1,307.56,307.56,2010-11-01,2010-11-01,404,0
13060,1,307.53,307.53,2011-03-31,2011-03-31,254,0
17120,1,307.46,307.46,2011-04-20,2011-04-20,234,0
13932,1,307.4,307.4,2011-02-18,2011-02-18,295,0
15374,2,307.32,153.66,2010-03-25,2011-08-03,129,1
14783,1,307.3,307.3,2010-02-18,2010-02-18,660,0
17721,1,307.21,307.21,2010-02-18,2010-02-18,660,0
13036,1,307.1,307.1,2010-01-24,2010-01-24,685,0
13142,1,307.09,307.09,2011-11-20,2011-11-20,20,0
15087,1,306.94,306.94,2011-03-03,2011-03-03,282,0
13660,1,306.64,306.64,2010-11-04,2010-11-04,401,0
16649,1,306.58,306.58,2010-07-07,2010-07-07,521,0
13718,2,306.55,153.28,2011-02-17,2011-04-07,247,1
18059,3,306.46,102.15,2011-10-03,2011-11-16,24,1
16524,2,306.19,153.09,2010-01-17,2010-09-19,447,1
17077,1,306.0,306.0,2010-05-10,2010-05-10,579,0
15454,2,305.99,153.0,2010-03-31,2010-12-12,363,1
15135,2,305.68,152.84,2010-06-01,2011-04-14,240,1
16796,1,305.62,305.62,2011-09-11,2011-09-11,90,0
16181,1,305.54,305.54,2011-09-27,2011-09-27,74,0
15893,1,305.28,305.28,2010-08-15,2010-08-15,482,0
13383,1,305.28,305.28,2010-06-14,2010-06-14,544,0
15163,2,304.47,152.24,2011-05-31,2011-11-21,19,1
18185,1,304.25,304.25,2011-04-04,2011-04-04,250,0
16217,2,304.25,152.13,2011-03-02,2011-04-18,236,1
16674,2,304.24,152.12,2011-09-02,2011-10-16,55,1
17688,1,304.2,304.2,2010-11-11,2010-11-11,394,0
14990,2,304.17,152.09,2009-12-09,2010-04-06,613,1
17383,2,304.09,152.05,2010-09-12,2011-12-05,5,1
16489,2,303.7,151.85,2010-09-29,2010-11-24,381,1
14791,1,303.63,303.63,2010-04-12,2010-04-12,607,0
14806,2,303.43,151.72,2010-09-26,2011-09-25,76,1
18255,2,303.15,151.57,2010-09-09,2011-09-11,90,1
16425,1,302.7,302.7,2011-02-10,2011-02-10,303,0
14043,2,302.6,151.3,2009-12-10,2010-08-05,492,1
18165,1,302.46,302.46,2011-06-15,2011-06-15,178,0
17506,1,302.2,302.2,2011-09-25,2011-09-25,76,0
15054,2,302.1,151.05,2011-10-30,2011-11-27,13,1
15242,1,302.04,302.04,2010-10-13,2010-10-13,423,0
16297,1,301.9,301.9,2011-03-16,2011-03-16,269,0
13773,2,301.54,150.77,2010-02-18,2010-11-08,397,1
15667,1,301.32,301.32,2011-10-31,2011-10-31,40,0
15148,1,301.29,301.29,2011-11-29,2011-11-29,11,0
13625,1,301.26,301.26,2010-04-22,2010-04-22,597,0
16437,2,301.25,150.63,2010-10-06,2010-11-23,382,1
12351,1,300.93,300.93,2010-11-29,2010-11-29,376,0
16479,2,300.83,150.42,2011-11-29,2011-11-29,11,1
16050,3,300.7,100.23,2010-11-03,2011-06-19,174,1
17556,2,300.67,150.34,2010-11-25,2011-05-18,206,1
17793,1,300.34,300.34,2011-11-14,2011-11-14,26,0
14797,1,300.31,300.31,2010-07-20,2010-07-20,508,0
17991,3,300.3,100.1,2010-04-27,2011-04-28,226,1
17766,2,299.61,149.81,2010-11-23,2010-11-23,382,1
12864,2,299.57,149.78,2010-07-19,2011-07-24,139,1
13346,6,299.4,49.9,2010-04-22,2010-09-03,463,1
17898,4,299.18,74.8,2010-05-21,2011-09-15,86,1
13667,1,299.05,299.05,2011-07-13,2011-07-13,150,0
12595,1,299.02,299.02,2010-07-23,2010-07-23,505,0
15609,1,298.48,298.48,2011-06-08,2011-06-08,185,0
17824,1,298.4,298.4,2011-10-19,2011-10-19,52,0
12881,1,298.0,298.0,2011-03-09,2011-03-09,276,0
18018,4,297.99,74.5,2010-10-15,2011-08-23,109,1
14835,2,297.0,148.5,2010-04-01,2010-06-29,529,1
17627,1,296.36,296.36,2010-08-18,2010-08-18,479,0
13751,1,296.25,296.25,2011-02-24,2011-02-24,289,0
12898,2,296.21,148.1,2010-02-18,2010-09-02,464,1
13504,1,295.93,295.93,2011-10-06,2011-10-06,65,0
14269,1,295.73,295.73,2010-09-26,2010-09-26,440,0
14614,1,295.13,295.13,2010-11-18,2010-11-18,387,0
16252,1,295.09,295.09,2010-11-22,2010-11-22,383,0
16579,1,295.05,295.05,2010-10-10,2010-10-10,426,0
17057,1,294.74,294.74,2010-04-22,2010-04-22,597,0
17301,2,294.39,147.19,2010-03-25,2011-11-18,22,1
15060,4,294.25,73.56,2011-11-30,2011-12-01,9,1
17124,1,294.24,294.24,2011-06-07,2011-06-07,186,0
17927,1,294.0,294.0,2009-12-18,2009-12-18,722,0
15718,1,293.79,293.79,2010-06-17,2010-06-17,541,0
14192,1,293.74,293.74,2010-11-16,2010-11-16,389,0
15928,1,293.53,293.53,2010-02-21,2010-02-21,657,0
17710,1,293.5,293.5,2010-10-12,2010-10-12,424,0
17441,1,293.35,293.35,2009-12-07,2009-12-07,733,0
17207,1,292.62,292.62,2010-02-25,2010-02-25,653,0
16721,1,292.47,292.47,2011-03-22,2011-03-22,263,0
16543,1,292.21,292.21,2010-04-27,2010-04-27,592,0
13739,2,292.2,146.1,2010-06-30,2011-11-21,19,1
14985,2,292.01,146.0,2010-12-16,2011-05-25,199,1
13449,1,291.88,291.88,2011-11-16,2011-11-16,24,0
17907,1,291.76,291.76,2010-03-09,2010-03-09,641,0
17882,2,291.56,145.78,2010-11-25,2010-11-25,380,1
16615,1,291.5,291.5,2010-03-23,2010-03-23,627,0
18182,1,291.13,291.13,2010-09-02,2010-09-02,464,0
17551,1,290.34,290.34,2010-12-15,2010-12-15,360,0
15391,1,289.87,289.87,2010-05-04,2010-05-04,585,0
16897,2,289.78,144.89,2011-01-30,2011-02-13,300,1
13796,1,289.7,289.7,2010-07-28,2010-07-28,500,0
15962,1,289.48,289.48,2010-09-16,2010-09-16,450,0
15041,2,289.4,144.7,2010-09-21,2011-06-22,171,1
14162,2,289.36,144.68,2011-02-20,2011-06-19,174,1
17501,2,288.6,144.3,2011-05-03,2011-05-03,221,1
16808,2,288.42,144.21,2011-03-10,2011-09-01,100,1
16432,1,287.4,287.4,2011-10-06,2011-10-06,65,0
17497,2,287.25,143.63,2010-04-08,2010-11-14,391,1
13508,2,287.05,143.52,2010-03-07,2011-04-10,244,1
14660,2,285.74,142.87,2011-08-31,2011-09-14,87,1
14402,1,285.6,285.6,2010-02-25,2010-02-25,653,0
17636,1,285.56,285.56,2011-11-20,2011-11-20,20,0
16890,3,285.41,95.14,2010-05-06,2010-08-20,477,1
13708,1,285.33,285.33,2011-03-13,2011-03-13,272,0
12487,1,285.3,285.3,2009-12-09,2009-12-09,731,0
16429,1,284.55,284.55,2011-08-25,2011-08-25,107,0
15445,2,284.5,142.25,2010-04-28,2011-03-20,265,1
17359,2,284.46,142.23,2010-03-01,2011-11-28,12,1
15354,3,284.4,94.8,2010-04-15,2010-04-15,604,1
13616,2,283.85,141.93,2010-01-17,2010-05-20,569,1
15662,2,283.73,141.87,2009-12-01,2010-02-16,662,1
13121,1,283.73,283.73,2011-03-15,2011-03-15,270,0
13909,2,282.85,141.42,2010-07-06,2010-10-12,424,1
15936,2,282.79,141.4,2010-08-29,2010-11-25,380,1
13511,1,282.76,282.76,2010-02-01,2010-02-01,677,0
12771,1,282.3,282.3,2010-08-11,2010-08-11,486,0
16557,2,281.85,140.93,2011-07-25,2011-11-15,25,1
13326,1,281.76,281.76,2010-10-03,2010-10-03,433,0
13679,3,281.26,93.75,2009-12-04,2010-08-03,494,1
18042,2,281.15,140.58,2010-06-16,2011-10-17,54,1
15772,1,280.88,280.88,2010-10-17,2010-10-17,419,0
12851,2,280.76,140.38,2010-08-19,2011-09-04,97,1
13080,4,280.73,70.18,2010-04-09,2011-06-13,180,1
14433,1,280.7,280.7,2010-08-31,2010-08-31,466,0
14242,2,280.55,140.27,2011-01-18,2011-04-19,235,1
13581,2,280.53,140.26,2010-10-21,2011-02-03,310,1
17247,1,280.09,280.09,2011-11-24,2011-11-24,16,0
15556,1,279.77,279.77,2011-11-15,2011-11-15,25,0
14183,2,278.34,139.17,2010-08-15,2010-10-24,412,1
14764,1,278.3,278.3,2011-10-24,2011-10-24,47,0
14303,2,277.94,138.97,2010-10-01,2010-10-28,408,1
15338,1,277.93,277.93,2010-01-31,2010-01-31,678,0
15355,2,277.05,138.53,2011-10-17,2011-11-10,30,1
13606,3,276.75,92.25,2011-02-01,2011-11-10,30,1
13272,2,276.56,138.28,2011-09-11,2011-11-08,32,1
12750,1,275.88,275.88,2011-08-03,2011-08-03,129,0
13399,3,275.4,91.8,2010-07-08,2010-09-01,465,1
16313,2,274.15,137.07,2011-10-21,2011-12-06,4,1
17072,1,273.35,273.35,2010-03-24,2010-03-24,626,0
12789,3,273.35,91.12,2010-01-15,2011-10-05,66,1
13307,3,273.34,91.11,2010-04-26,2011-08-11,121,1
17355,1,273.31,273.31,2010-11-18,2010-11-18,387,0
13861,2,273.26,136.63,2010-06-27,2010-10-06,430,1
17498,1,272.22,272.22,2011-09-25,2011-09-25,76,0
13917,2,272.04,136.02,2011-06-01,2011-10-21,50,1
14816,1,271.85,271.85,2011-05-26,2011-05-26,198,0
17292,2,271.75,135.88,2010-05-09,2010-08-24,473,1
14436,2,271.7,135.85,2010-06-04,2011-09-02,99,1
13058,3,271.4,90.47,2011-07-11,2011-11-15,25,1
15943,2,271.29,135.65,2010-01-31,2010-02-28,650,1
17278,2,271.24,135.62,2010-05-23,2011-04-12,242,1
18238,1,270.92,270.92,2010-07-12,2010-07-12,516,0
14520,2,270.6,135.3,2011-02-22,2011-12-08,2,1
16757,2,270.48,135.24,2010-10-26,2011-01-25,319,1
12558,1,269.96,269.96,2011-12-02,2011-12-02,8,0
18267,1,269.37,269.37,2010-02-05,2010-02-05,673,0
15964,1,269.21,269.21,2010-02-14,2010-02-14,664,0
13533,3,269.09,89.7,2011-03-17,2011-06-10,183,1
17264,1,268.28,268.28,2010-10-11,2010-10-11,425,0
12751,1,268.27,268.27,2010-09-21,2010-09-21,445,0
18254,1,267.9,267.9,2010-05-07,2010-05-07,582,0
14039,2,267.28,133.64,2010-05-13,2011-11-06,34,1
15408,1,267.18,267.18,2011-03-20,2011-03-20,265,0
15320,1,267.13,267.13,2011-10-26,2011-10-26,45,0
15517,1,267.03,267.03,2011-04-20,2011-04-20,234,0
15423,3,266.89,88.96,2010-03-28,2011-11-01,39,1
17786,2,266.85,133.43,2011-01-26,2011-09-15,86,1
14863,1,266.76,266.76,2011-11-10,2011-11-10,30,0
13837,2,266.59,133.29,2011-01-26,2011-05-12,212,1
15119,1,266.4,266.4,2011-04-08,2011-04-08,246,0
14392,1,266.4,266.4,2010-10-03,2010-10-03,433,0
12962,2,266.39,133.19,2011-08-18,2011-12-02,8,1
13973,1,264.7,264.7,2011-02-25,2011-02-25,288,0
16334,1,263.73,263.73,2010-08-04,2010-08-04,493,0
13128,1,263.5,263.5,2010-03-18,2010-03-18,632,0
16089,2,263.49,131.75,2010-07-18,2010-11-18,387,1
12892,1,263.38,263.38,2010-11-08,2010-11-08,397,0
17808,4,262.64,65.66,2010-05-07,2010-06-09,549,1
13331,1,262.4,262.4,2010-11-03,2010-11-03,402,0
17910,1,261.7,261.7,2009-12-13,2009-12-13,727,0
14957,2,261.69,130.84,2010-03-05,2011-03-31,254,1
12655,1,261.35,261.35,2010-10-12,2010-10-12,424,0
13189,2,260.68,130.34,2011-08-16,2011-11-21,19,1
17901,3,260.08,86.69,2010-07-06,2011-11-10,30,1
17022,2,260.0,130.0,2010-10-03,2011-11-08,32,1
16733,1,259.68,259.68,2010-06-28,2010-06-28,530,0
17558,1,259.17,259.17,2010-11-11,2010-11-11,394,0
13127,1,259.17,259.17,2011-09-23,2011-09-23,78,0
17219,2,259.13,129.56,2010-10-19,2011-11-08,32,1
15536,1,259.09,259.09,2010-10-26,2010-10-26,410,0
14526,1,258.65,258.65,2010-11-15,2010-11-15,390,0
13683,1,258.6,258.6,2010-09-08,2010-09-08,458,0
16502,2,258.55,129.28,2010-03-29,2010-03-29,621,1
13227,1,257.7,257.7,2011-05-22,2011-05-22,202,0
15014,2,257.67,128.84,2011-06-16,2011-10-27,44,1
16542,2,257.32,128.66,2010-11-03,2011-10-17,54,1
15503,2,257.3,128.65,2009-12-13,2010-12-12,363,1
15852,3,257.26,85.75,2010-07-01,2011-06-06,187,1
14483,2,257.1,128.55,2009-12-03,2011-03-03,282,1
15404,1,257.06,257.06,2010-11-29,2010-11-29,376,0
14876,2,256.7,128.35,2010-05-27,2010-07-06,522,1
14274,1,256.6,256.6,2010-01-22,2010-01-22,687,0
12430,1,256.4,256.4,2011-10-27,2011-10-27,44,0
13806,1,256.38,256.38,2011-10-07,2011-10-07,64,0
17896,1,256.32,256.32,2011-11-16,2011-11-16,24,0
17385,1,256.11,256.11,2011-11-25,2011-11-25,15,0
13825,2,255.59,127.8,2009-12-09,2010-03-28,622,1
14881,1,255.4,255.4,2011-11-20,2011-11-20,20,0
16911,2,255.25,127.63,2010-02-16,2010-03-14,636,1
12746,1,254.55,254.55,2010-06-17,2010-06-17,541,0
12604,2,254.18,127.09,2011-03-23,2011-09-21,80,1
15923,1,254.16,254.16,2010-12-02,2010-12-02,373,0
14765,3,254.11,84.7,2011-06-16,2011-11-10,30,1
17626,1,254.0,254.0,2010-04-16,2010-04-16,603,0
16845,1,253.88,253.88,2010-03-31,2010-03-31,619,0
13250,2,253.09,126.55,2010-07-25,2010-09-05,461,1
17992,1,252.88,252.88,2010-11-15,2010-11-15,390,0
15019,1,252.81,252.81,2011-03-18,2011-03-18,267,0
15035,1,252.73,252.73,2011-09-11,2011-09-11,90,0
13251,1,252.68,252.68,2010-11-02,2010-11-02,403,0
16908,1,252.59,252.59,2009-12-17,2009-12-17,723,0
15552,2,252.52,126.26,2010-03-26,2011-05-06,218,1
16074,1,252.5,252.5,2010-11-14,2010-11-14,391,0
13404,2,252.49,126.25,2011-05-11,2011-12-08,2,1
13645,1,252.1,252.1,2011-08-11,2011-08-11,121,0
17210,1,251.72,251.72,2010-11-12,2010-11-12,393,0
16453,2,251.71,125.86,2010-06-09,2010-06-27,531,1
16976,1,251.52,251.52,2011-03-17,2011-03-17,268,0
14501,2,251.21,125.61,2011-01-24,2011-06-09,184,1
14166,2,251.15,125.58,2010-03-23,2010-07-22,506,1
18266,1,251.1,251.1,2010-10-01,2010-10-01,435,0
16962,1,251.04,251.04,2010-10-26,2010-10-26,410,0
15231,1,250.26,250.26,2010-03-28,2010-03-28,622,0
17303,1,250.04,250.04,2010-12-13,2010-12-13,362,0
15510,1,250.0,250.0,2011-01-13,2011-01-13,331,0
13747,2,249.4,124.7,2010-10-11,2010-12-01,374,1
12563,1,249.24,249.24,2010-10-27,2010-10-27,409,0
13061,1,248.61,248.61,2011-09-28,2011-09-28,73,0
13592,4,247.96,61.99,2011-03-20,2011-11-04,36,1
16381,2,247.85,123.92,2010-10-17,2010-11-09,396,1
15293,1,247.5,247.5,2010-02-12,2010-02-12,666,0
18072,1,247.44,247.44,2011-06-07,2011-06-07,186,0
13349,1,247.32,247.32,2011-11-29,2011-11-29,11,0
14658,2,247.15,123.58,2011-08-14,2011-12-04,6,1
14654,1,246.86,246.86,2009-12-01,2009-12-01,739,0
15697,1,246.75,246.75,2010-01-19,2010-01-19,690,0
13943,1,246.54,246.54,2010-05-11,2010-05-11,578,0
15495,1,246.5,246.5,2010-11-25,2010-11-25,380,0
15378,2,246.5,123.25,2010-07-26,2010-09-03,463,1
15783,1,246.3,246.3,2011-11-29,2011-11-29,11,0
18153,1,246.22,246.22,2010-02-18,2010-02-18,660,0
16778,2,245.94,122.97,2011-03-10,2011-09-26,75,1
14325,1,245.48,245.48,2010-05-19,2010-05-19,570,0
14281,1,245.15,245.15,2010-10-27,2010-10-27,409,0
12660,1,245.1,245.1,2011-11-28,2011-11-28,12,0
15118,1,244.8,244.8,2011-07-28,2011-07-28,135,0
15884,2,244.6,122.3,2009-12-03,2010-10-03,433,1
16528,1,244.41,244.41,2011-12-06,2011-12-06,4,0
18002,4,244.37,61.09,2009-12-08,2010-11-29,376,1
14694,1,244.31,244.31,2010-04-01,2010-04-01,618,0
13551,2,244.2,122.1,2010-02-11,2011-01-24,320,1
17892,3,244.1,81.37,2011-07-07,2011-10-14,57,1
13676,2,243.9,121.95,2010-03-30,2010-06-18,540,1
16793,1,243.84,243.84,2011-10-13,2011-10-13,58,0
13886,1,243.56,243.56,2011-09-29,2011-09-29,72,0
16215,1,242.35,242.35,2011-09-20,2011-09-20,81,0
15543,2,242.26,121.13,2010-09-06,2011-02-24,289,1
17009,1,242.06,242.06,2010-06-06,2010-06-06,552,0
13445,1,241.9,241.9,2010-03-23,2010-03-23,627,0
13582,2,241.68,120.84,2010-04-01,2010-11-15,390,1
15776,1,241.62,241.62,2011-07-29,2011-07-29,134,0
14774,1,241.45,241.45,2010-06-29,2010-06-29,529,0
14523,1,241.09,241.09,2011-08-23,2011-08-23,109,0
16427,2,241.06,120.53,2011-02-28,2011-03-21,264,1
16508,1,240.95,240.95,2010-03-19,2010-03-19,631,0
13674,1,240.68,240.68,2010-10-03,2010-10-03,433,0
15286,1,240.55,240.55,2011-10-21,2011-10-21,50,0
15336,1,240.5,240.5,2010-11-03,2010-11-03,402,0
15931,1,239.9,239.9,2010-10-07,2010-10-07,429,0
15690,2,239.76,119.88,2011-08-31,2011-12-05,5,1
13570,1,239.49,239.49,2011-04-10,2011-04-10,244,0
13789,1,239.46,239.46,2010-11-16,2010-11-16,389,0
17684,1,239.41,239.41,2011-10-27,2011-10-27,44,0
12663,2,239.4,119.7,2010-02-09,2010-03-25,625,1
17981,1,239.12,239.12,2010-10-25,2010-10-25,411,0
13275,2,238.86,119.43,2010-03-17,2010-11-21,384,1
12561,1,238.85,238.85,2011-02-10,2011-02-10,303,0
12718,1,238.25,238.25,2011-09-29,2011-09-29,72,0
16280,1,238.05,238.05,2009-12-14,2009-12-14,726,0
14982,1,237.78,237.78,2010-05-16,2010-05-16,573,0
17877,1,237.61,237.61,2011-06-22,2011-06-22,171,0
14586,1,237.36,237.36,2011-03-08,2011-03-08,277,0
15457,1,237.07,237.07,2011-03-22,2011-03-22,263,0
12732,1,236.26,236.26,2011-06-13,2011-06-13,180,0
