stock_code,product_description,stock_line_type,total_quantity,total_revenue,order_count,customer_count,average_selling_price,active_months,first_sale_date,last_sale_date,quantity_rank,revenue_rank
47597,NEW ENGLAND TEATOWELS,merchandise,124,316.2,41,34,2.55,8,2009-12-10,2010-08-29,3431,3342
90180A,BLACK+WHITE NECKLACE W TASSEL,merchandise,36,316.2,19,18,8.78,10,2009-12-02,2011-10-23,3965,3343
23421,PANTRY HOOK SPATULA,merchandise,152,316.16,26,24,2.08,4,2011-09-08,2011-12-04,3343,3344
16207B,PINK HEART RED HANDBAG,merchandise,211,315.96,13,12,1.5,6,2009-12-11,2011-08-30,3163,3345
90201B,BLACK ENAMEL FLOWER RING,merchandise,107,315.65,18,14,2.95,12,2010-03-07,2011-12-04,3514,3346
47504G,ENGLISH ROSE TAPE MEASURE,merchandise,256,315.44,47,38,1.23,6,2009-12-01,2010-05-11,3013,3347
23037,CANDLE HOLDER SILVER MADELINE,merchandise,193,315.29,18,17,1.63,7,2011-06-24,2011-12-09,3219,3348
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,merchandise,380,315.15,15,15,0.83,10,2009-12-16,2011-05-19,2700,3349
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,merchandise,74,314.5,26,21,4.25,15,2010-02-10,2011-11-17,3708,3350
84933A,LARGE GREEN PEONY FOLDING STOOL,merchandise,131,314.35,6,5,2.4,3,2009-12-01,2010-02-01,3410,3351
22395,PAPERWEIGHT VINTAGE PAISLEY,merchandise,214,313.86,33,31,1.47,15,2010-04-13,2011-12-08,3156,3352
46000U,POLYESTER FILLER PAD 30CMx30CM,merchandise,251,313.75,51,39,1.25,22,2009-12-03,2011-12-04,3030,3353
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,merchandise,113,312.55,18,15,2.77,1,2009-12-01,2009-12-13,3485,3354
23339,EGG FRYING PAN BLUE,merchandise,150,312.0,58,43,2.08,7,2011-06-13,2011-12-08,3348,3355
85202,HANGING WOOD AND FELT HEART,merchandise,745,311.46,90,79,0.42,20,2010-01-14,2011-11-29,2181,3356
35911A,MULTICOLOUR RABBIT EGG WARMER,merchandise,260,309.65,41,38,1.19,14,2009-12-02,2011-11-04,3005,3357
84933B,LARGE PINK PEONY FOLDING STOOL,merchandise,136,309.15,6,5,2.27,2,2009-12-01,2010-01-22,3394,3358
21946,PARTY TIME DESIGN FLANNEL,merchandise,579,307.81,30,25,0.53,19,2009-12-11,2011-12-05,2378,3359
84706A,ENGLISH ROSE TABLE CLOCK,merchandise,136,307.2,6,6,2.26,3,2009-12-17,2010-02-28,3395,3360
23478,WOODLAND LARGE PINK FELT HEART,merchandise,278,307.18,10,9,1.1,3,2011-10-20,2011-12-01,2963,3361
21306,SET/4 DAISY MIRROR MAGNETS,merchandise,671,307.1,57,48,0.46,19,2009-12-03,2011-12-05,2261,3362
20688,BEAUTY SPEED EXPRESSO CUPS,merchandise,462,306.9,9,9,0.66,3,2009-12-04,2010-03-17,2538,3363
44235,ASSORTED COLOURED CIRCLE MOBILE,merchandise,821,305.94,22,16,0.37,15,2010-01-13,2011-12-07,2089,3364
90160A,PURPLE BOUDICCA LARGE BRACELET,merchandise,44,305.8,20,18,6.95,14,2010-05-21,2011-10-09,3913,3365
23575,SNACK TRAY PAISLEY PARK,merchandise,164,305.4,22,22,1.86,2,2011-11-27,2011-12-08,3310,3366
79190A,RETRO PLASTIC 70'S TRAY,merchandise,727,305.34,73,42,0.42,24,2009-12-03,2011-12-09,2194,3367
21943,CAKES AND RABBITS DESIGN FLANNEL,merchandise,387,304.83,41,37,0.79,20,2009-12-10,2011-11-11,2688,3368
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,merchandise,34,304.3,12,11,8.95,8,2009-12-06,2011-11-10,3994,3369
62095B,TURQOISE ICE CREAM SUNHAT,merchandise,289,304.09,19,18,1.05,7,2010-02-01,2010-11-28,2929,3370
84838,ANT WHITE HIGH RISE BIRD BOX,merchandise,49,304.0,3,3,6.2,2,2009-12-18,2010-01-12,3870,3371
79303B,BLUE STAR BLOCK TABLE LAMP,merchandise,103,303.85,4,4,2.95,3,2010-02-03,2010-08-09,3534,3372
84760S,SMALL HANGING GLASS+ZINC LANTERN,merchandise,209,303.05,24,24,1.45,14,2010-02-14,2011-05-12,3169,3373
72753D,S/3 FLWR FAIRY SUMMER CANDLES,merchandise,144,302.4,9,9,2.1,2,2009-12-06,2010-01-17,3367,3374
90014A,SILVER/MOP ORBIT NECKLACE,merchandise,36,302.2,22,18,8.39,15,2009-12-22,2011-11-08,3966,3375
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,merchandise,61,301.95,16,14,4.95,4,2009-12-01,2010-05-02,3781,3376
90035C,"PEARL & SHELL 42""NECKL. IVORY",merchandise,28,301.0,5,5,10.75,3,2009-12-02,2011-05-13,4058,3377
84522,PINK PARTY SUNGLASSES,merchandise,179,300.45,20,19,1.68,15,2009-12-07,2011-11-22,3264,3378
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,merchandise,575,300.15,48,44,0.52,6,2009-12-02,2011-05-08,2381,3379
84673B,BLUE FLY SWAT,merchandise,420,299.46,79,65,0.71,23,2009-12-22,2011-12-05,2626,3380
23440,PAINT YOUR OWN EGGS IN CRATE,merchandise,164,299.36,5,5,1.83,2,2011-11-24,2011-12-07,3311,3381
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,merchandise,1211,299.35,23,20,0.25,10,2009-12-04,2011-02-28,1687,3382
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,merchandise,47,298.45,20,16,6.35,14,2009-12-02,2011-12-07,3891,3383
82095,HEART BUTTONS JEWELLERY BOX,merchandise,39,298.35,22,21,7.65,13,2009-12-09,2011-03-30,3942,3384
21028,NINJA RABBIT BLACK,merchandise,237,297.64,40,31,1.26,20,2009-12-05,2011-12-05,3084,3385
84627,CANDY STRIPE ROSE C/COVER,merchandise,50,297.5,19,15,5.95,8,2009-12-03,2010-09-26,3857,3386
90145,SILVER HOOP EARRINGS WITH FLOWER,merchandise,50,297.5,23,16,5.95,16,2009-12-01,2011-11-29,3858,3387
23015,CORDIAL JUG,merchandise,36,297.0,15,15,8.25,5,2011-06-22,2011-11-24,3967,3388
20670,VIP HOLIDAY PURSE,merchandise,664,296.48,22,20,0.45,15,2009-12-08,2011-11-15,2272,3389
84877B,GREEN ROUND COMPACT MIRROR,merchandise,227,296.25,15,13,1.31,10,2010-03-01,2011-11-30,3119,3390
21420,OYSTER TRINKET BOX,merchandise,114,295.62,25,21,2.59,17,2010-01-04,2011-12-07,3475,3391
85179A,GREEN BITTY LIGHT CHAIN,merchandise,142,295.26,26,24,2.08,11,2009-12-03,2011-12-06,3373,3392
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET,merchandise,372,295.08,7,6,0.79,3,2009-12-07,2010-02-15,2716,3393
84533B,FAIRY CAKES ROUND NESTING BOXES,merchandise,52,293.8,19,17,5.65,4,2009-12-01,2010-03-07,3838,3394
21401,BLUE PUDDING SPOON,merchandise,1394,293.58,91,72,0.21,24,2009-12-07,2011-12-06,1537,3395
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,merchandise,142,293.0,6,6,2.06,4,2009-12-06,2010-03-15,3374,3396
72801F,S/4 FESTIVE RED DINNER CANDLES,merchandise,234,292.5,25,20,1.25,2,2009-12-01,2010-01-28,3094,3397
21025,SPACE FROG,merchandise,232,292.25,36,30,1.26,16,2009-12-01,2011-11-28,3102,3398
84800S,SMALL WHITE/PINK ROSE ART FLOWER,merchandise,388,292.04,19,19,0.75,11,2010-02-19,2011-09-11,2686,3399
82011B,BATHROOM SCALES RUBBER DUCKS,merchandise,85,291.55,39,23,3.43,20,2009-12-02,2011-11-23,3636,3400
20826,SILVER APERITIF GLASS,merchandise,355,290.72,14,11,0.82,8,2009-12-01,2011-05-18,2756,3401
23410,CURIO CABINET LINEN AND LACE,merchandise,36,290.1,18,16,8.06,3,2011-09-08,2011-11-25,3968,3402
85131D,BEADED CRYSTAL HEART PINK\ON STICK,merchandise,503,289.69,32,25,0.58,16,2009-12-17,2011-12-05,2489,3403
47503G,ASS FLORAL PRINT TAPE MEASURE,merchandise,235,289.19,24,21,1.23,3,2009-12-02,2010-02-25,3090,3404
84247N,PACK/12 BLUE FOLKART CARDS,merchandise,98,289.1,39,33,2.95,20,2010-01-19,2011-11-27,3564,3405
90120A,PINK MURANO TWIST BRACELET,merchandise,68,289.0,21,14,4.25,8,2009-12-09,2010-11-17,3748,3406
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,merchandise,171,288.99,21,21,1.69,11,2009-12-11,2010-12-19,3284,3407
90192,JADE DROP EARRINGS W FILIGREE,merchandise,58,287.1,19,10,4.95,12,2009-12-07,2011-12-07,3805,3408
17091B,JASMINE TEA INCENSE IN TIN,merchandise,264,286.8,43,35,1.09,10,2009-12-06,2010-09-09,2993,3409
23695,DOILY THANK YOU CARD,merchandise,703,286.62,44,41,0.41,2,2011-11-09,2011-12-08,2232,3410
84192,ASSORTED COLOUR METAL CAT,merchandise,238,286.1,38,29,1.2,17,2010-02-08,2011-12-04,3079,3411
23430,BLUE RETRO KITCHEN WALL CLOCK,merchandise,35,285.25,17,16,8.15,2,2011-11-20,2011-12-09,3980,3412
37413,ICON MUG REVOLUTIONARY,merchandise,701,283.71,79,52,0.4,11,2011-02-07,2011-12-05,2234,3413
85129B,BEADED CRYSTAL HEART GREEN SMALL,merchandise,230,283.08,36,26,1.23,18,2009-12-15,2011-12-05,3110,3414
84906,PINK BUTTERFLY CUSHION COVER,merchandise,59,283.05,18,14,4.8,11,2009-12-03,2011-05-23,3793,3415
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,merchandise,652,282.97,65,57,0.43,6,2009-12-02,2010-11-28,2292,3416
21402,RED  EGG  SPOON,merchandise,1589,280.98,102,81,0.18,21,2009-12-03,2011-11-30,1429,3417
90196A,PURPLE GEMSTONE NECKLACE 45CM,merchandise,22,280.5,9,9,12.75,6,2009-12-06,2011-11-29,4140,3418
90010E,AMBER GLASS/SILVER BRACELET,merchandise,32,279.95,18,16,8.75,11,2009-12-06,2011-10-20,4022,3419
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,merchandise,180,279.0,17,15,1.55,4,2009-12-04,2010-03-24,3260,3420
62096B,PURPLE/TURQ FLOWERS HANDBAG,merchandise,209,278.75,46,42,1.33,12,2010-01-07,2011-03-07,3170,3421
84510C,SET OF 4 POLKADOTS COASTERS,merchandise,224,278.62,67,49,1.24,24,2009-12-02,2011-12-01,3126,3422
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",merchandise,35,278.25,12,11,7.95,10,2009-12-01,2011-06-13,3981,3423
20663,QUEEN OF THE SKIES HOLIDAY PURSE,merchandise,1037,277.19,15,13,0.27,10,2009-12-10,2011-10-17,1837,3424
23579,SNACK TRAY I LOVE LONDON,merchandise,149,276.15,24,22,1.85,3,2011-10-18,2011-12-08,3352,3425
84966C,GREEN KASHMIRI BOXED MIRROR,merchandise,23,276.0,2,1,12.0,2,2010-09-03,2010-11-02,4127,3426
46118,FUNKY MONKEY CUSHION COVER,merchandise,324,275.4,35,23,0.85,18,2009-12-08,2011-12-06,2827,3427
35920,FOUR RABBIT EASTER DECORATIONS,merchandise,1065,275.25,20,18,0.26,7,2010-01-27,2011-04-15,1802,3428
84977,WIRE FLOWER T-LIGHT HOLDER,merchandise,220,275.0,41,34,1.25,12,2009-12-01,2010-11-23,3132,3429
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,merchandise,23,274.85,15,14,11.95,8,2009-12-03,2011-10-20,4128,3430
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,merchandise,417,274.57,39,27,0.66,15,2010-01-31,2011-11-28,2634,3431
84673A,PINK FLY SWAT,merchandise,457,274.01,70,57,0.6,21,2009-12-11,2011-11-24,2548,3432
21030,SPACE CADET RED,merchandise,220,273.62,39,37,1.24,16,2009-12-16,2011-11-21,3133,3433
35637C,PINK STRING CURTAIN WITH POLE,merchandise,97,273.35,16,14,2.82,11,2010-01-14,2011-11-27,3572,3434
35968,FOLK ART METAL HEART T-LIGHT HOLDER,merchandise,725,273.16,56,49,0.38,16,2009-12-02,2011-11-01,2196,3435
84429A,MEDIUM PINK BUDDHA HEAD,merchandise,92,271.4,27,22,2.95,15,2009-12-06,2011-12-08,3602,3436
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,merchandise,31,271.0,14,12,8.74,8,2009-12-06,2011-09-14,4028,3437
84926A,WAKE UP COCKEREL TILE COASTER,merchandise,655,270.59,42,29,0.41,17,2010-03-03,2011-12-01,2285,3438
47351B,BLUE  VOILE LAMPSHADE,merchandise,98,269.9,14,11,2.75,13,2009-12-06,2011-11-06,3565,3439
72793,BLACK BOX MIRROR LANTERN,merchandise,55,268.75,10,5,4.89,6,2009-12-13,2010-10-26,3817,3440
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,merchandise,30,268.5,15,11,8.95,10,2009-12-02,2011-04-10,4042,3441
90201A,PURPLE ENAMEL FLOWER RING,merchandise,91,268.45,20,16,2.95,12,2009-12-13,2011-10-20,3606,3442
21698,MOCK LOBSTER FRIDGE MAGNET,merchandise,450,268.34,48,38,0.6,18,2009-12-08,2011-12-07,2566,3443
35638B,PINK/BLUE STRING CURTAIN,merchandise,115,268.25,8,7,2.33,7,2010-04-07,2011-11-20,3465,3444
47586A,PINK FAIRY CAKE CUSHION COVER,merchandise,201,267.75,28,23,1.33,15,2010-02-04,2011-11-23,3195,3445
16202A,PASTEL PINK PHOTO ALBUM,merchandise,660,266.45,19,16,0.4,11,2009-12-17,2011-04-17,2278,3446
20847,ZINC HEART LATTICE CHARGER LARGE,merchandise,71,266.25,20,17,3.75,13,2009-12-04,2011-11-25,3720,3447
84482,BUTTONS DESIGN JEWELLERY BOX,merchandise,71,266.25,28,22,3.75,10,2009-12-06,2010-10-03,3721,3448
23481,PEARLISED IVORY HEART SMALL,merchandise,217,266.21,27,23,1.23,3,2011-10-17,2011-12-06,3147,3449
35981C,WHITE SNOW SCANDINAVIAN STOCKING,merchandise,563,266.14,60,55,0.47,5,2009-12-02,2010-10-17,2398,3450
85195,HANGING HEART BASKET,merchandise,145,265.14,16,14,1.83,11,2009-12-18,2011-03-16,3360,3451
84576,BLUE CAT BISCUIT BARREL PINK HEART,merchandise,84,264.0,21,19,3.14,11,2009-12-06,2011-07-20,3643,3452
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,merchandise,63,262.71,12,11,4.17,8,2010-03-15,2010-12-08,3774,3453
90201C,RED ENAMEL FLOWER RING,merchandise,89,262.55,19,16,2.95,9,2010-06-08,2011-10-05,3614,3454
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,merchandise,319,261.91,20,19,0.82,14,2010-01-24,2011-12-07,2847,3455
84623,PINK GINGHAM ROSE FLOOR CUSHION,merchandise,53,261.35,12,8,4.93,4,2009-12-02,2010-03-03,3831,3456
21196,ROUND WHITE CONFETTI IN TUBE,merchandise,158,260.7,17,16,1.65,14,2010-03-17,2011-12-07,3332,3457
22869,"NUMBER TILE COTTAGE GARDEN, 1",merchandise,133,259.35,27,24,1.95,14,2010-10-17,2011-11-29,3402,3458
90120C,GREEN MURANO TWIST BRACELET,merchandise,61,259.25,17,12,4.25,14,2009-12-04,2011-11-17,3782,3459
84924F,PSYCHEDELIC METAL SIGN CALENDAR,merchandise,973,259.15,8,8,0.27,4,2010-03-03,2011-07-29,1909,3460
90124A,PINK MURANO TWIST NECKLACE,merchandise,26,258.7,16,16,9.95,9,2010-01-28,2011-10-30,4079,3461
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,merchandise,912,258.36,19,17,0.28,11,2010-01-21,2011-11-30,1982,3462
20800,LARGE GLASS SUNDAE DISH CLEAR,merchandise,996,258.2,2,2,0.26,2,2010-01-20,2010-03-17,1880,3463
77081,FLOWER WINDMILL,merchandise,219,255.51,18,17,1.17,7,2010-01-29,2010-07-01,3139,3464
84508C,BLUE CIRCLES DESIGN TEDDY,merchandise,100,255.0,36,22,2.55,17,2009-12-04,2011-11-17,3549,3465
46775E,CANDY POP CHUNKY KNITTED THROW,merchandise,15,254.25,10,8,16.95,6,2009-12-11,2010-09-12,4257,3466
23137,ZINC WIRE SWEETHEART LETTER TRAY,merchandise,80,253.24,20,18,3.17,9,2011-04-21,2011-12-07,3673,3467
90032,IVORY SHELL HEART NECKLACE,merchandise,45,253.17,21,12,5.63,13,2010-01-21,2011-10-26,3908,3468
90085,CRYSTAL STILETTO PHONE CHARM,merchandise,297,252.45,17,14,0.85,9,2009-12-01,2011-12-02,2902,3469
85033S,SET/6 SILVER REINDEER T-LIGHTS,merchandise,242,252.2,39,34,1.04,4,2009-12-01,2010-11-08,3068,3470
21341,KASBAH LANTERN WITH GLASS,merchandise,56,250.8,15,15,4.48,5,2009-12-02,2010-10-01,3813,3471
21722,SWEET PUDDING STICKER SHEET,merchandise,295,250.75,40,33,0.85,20,2009-12-07,2011-11-28,2910,3472
20836,FRENCH PAISLEY CUSHION COVER,merchandise,224,250.0,22,18,1.12,10,2010-03-02,2011-11-24,3127,3473
22954,HEN PARTY CORDON BARRIER TAPE,merchandise,200,250.0,37,28,1.25,12,2010-11-05,2011-11-24,3199,3474
84671B,CROCHET BEAR WITH BLUE STRIPES,merchandise,98,249.9,24,20,2.55,2,2009-12-01,2010-01-08,3566,3475
85089,CANDY SPOT BUNNY,merchandise,87,249.45,18,15,2.87,11,2009-12-02,2011-11-17,3626,3476
16052,TEATIME PUSH DOWN RUBBER,merchandise,810,249.35,21,18,0.31,10,2010-02-01,2011-06-09,2102,3477
79030A,"TUMBLER, ENGLISH ROSE",merchandise,151,249.15,20,18,1.65,3,2009-12-02,2010-07-22,3345,3478
45016,DECORATIVE NET CANOPY LEOPARD,merchandise,73,248.75,8,8,3.41,5,2010-03-31,2010-09-09,3712,3479
79190D,RETRO PLASTIC DAISY TRAY,merchandise,591,248.22,73,44,0.42,24,2009-12-03,2011-12-02,2360,3480
23476,WOODLAND LARGE RED FELT HEART,merchandise,198,247.5,18,18,1.25,2,2011-10-20,2011-11-30,3204,3481
23474,WOODLAND SMALL BLUE FELT HEART,merchandise,297,246.51,27,26,0.83,3,2011-10-24,2011-12-07,2903,3482
35914,PINK CHICK EGG WARMER + EGG CUP,merchandise,175,246.25,28,25,1.41,11,2009-12-02,2011-10-19,3273,3483
84924D,LA PALMIERA METAL SIGN CALENDAR,merchandise,760,246.0,12,11,0.32,9,2009-12-04,2010-11-11,2163,3484
21321,GLASS CHALICE BLUE  LARGE,merchandise,108,245.25,13,10,2.27,5,2009-12-04,2010-04-09,3509,3485
35979,SIX STRING SCANDINAVIAN HEART DECS,merchandise,83,244.85,19,19,2.95,2,2009-12-01,2010-01-24,3650,3486
90201D,GREEN ENAMEL FLOWER RING,merchandise,83,244.85,16,12,2.95,10,2010-03-07,2011-10-05,3651,3487
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,merchandise,288,244.8,49,42,0.85,23,2009-12-02,2011-12-04,2934,3488
72739B,WHITE CHOCOLATE SCENT CANDLE,merchandise,351,244.35,10,10,0.7,2,2009-12-01,2010-01-25,2765,3489
47481,50CM METAL STRING WITH  7 CLIPS,merchandise,316,244.12,35,31,0.77,17,2010-01-24,2011-11-29,2857,3490
21388,IVORY HANGING DECORATION  CHICKEN,merchandise,287,243.95,27,27,0.85,4,2009-12-02,2010-03-07,2937,3491
22870,"NUMBER TILE COTTAGE GARDEN, 2",merchandise,125,243.75,19,16,1.95,13,2010-10-18,2011-11-02,3429,3492
22257,FELT FARM ANIMAL SHEEP,merchandise,322,243.14,25,23,0.76,10,2010-01-21,2011-10-30,2837,3493
35833P,4 PINK FLOCK CHRISTMAS BALLS,merchandise,162,243.0,43,32,1.5,10,2009-12-06,2011-11-24,3316,3494
90081A,LILY BROOCH AMETHYST COLOUR,merchandise,49,242.55,23,15,4.95,17,2009-12-07,2011-12-07,3871,3495
23149,ANTIQUE IVORY WIRE BOWL SMALL,merchandise,97,241.53,19,17,2.49,6,2011-05-03,2011-11-29,3573,3496
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,merchandise,106,241.5,13,12,2.28,3,2009-12-01,2010-02-24,3518,3497
90191,SILVER LARIAT 40CM,merchandise,32,241.4,14,13,7.54,10,2010-03-23,2011-11-03,4023,3498
20616,CHERRY BLOSSOM PASSPORT COVER,merchandise,190,240.38,44,31,1.27,22,2010-01-08,2011-12-08,3234,3499
23495,SET OF 3 PANTRY WOODEN SPOONS,merchandise,192,240.0,24,21,1.25,3,2011-10-30,2011-12-07,3224,3500
46776C,WOVEN FROST CUSHION COVER,merchandise,102,238.5,17,14,2.34,11,2010-01-04,2011-12-02,3539,3501
84629,WHITE 3 FRAME BIRDS AND TREE,merchandise,24,237.8,13,12,9.91,6,2010-02-22,2011-07-26,4108,3502
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,merchandise,240,236.4,12,12,0.98,8,2009-12-16,2010-12-15,3073,3503
44217M,MULTICOLOUR FEATHERS CURTAIN,merchandise,72,236.4,3,1,3.28,1,2010-02-15,2010-02-15,3715,3504
79328,BLUE FLOCK GLASS CANDLEHOLDER,merchandise,586,235.38,11,6,0.4,5,2009-12-02,2010-07-15,2368,3505
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,merchandise,475,235.19,16,11,0.5,10,2010-02-18,2011-12-06,2522,3506
20855,PINK PATCH PURSE BLUE HEART,merchandise,142,234.3,47,41,1.65,9,2009-12-03,2010-09-15,3375,3507
84597B,RETRO BROWN BALL ASHTRAY,merchandise,195,234.15,19,11,1.2,12,2009-12-09,2011-06-19,3212,3508
23567,EGG CUP HENRIETTA HEN PINK,merchandise,187,233.75,18,15,1.25,3,2011-10-14,2011-12-02,3245,3509
37483,ENGLISH ROSE MUG IN GIFT BOX,merchandise,143,232.89,10,10,1.63,2,2010-05-16,2010-06-08,3370,3510
17038,PORCELAIN BUDAH INCENSE HOLDER,merchandise,2624,232.4,30,21,0.09,18,2009-12-14,2011-11-24,946,3511
23475,WOODLAND SMALL PINK FELT HEART,merchandise,280,232.4,26,25,0.83,3,2011-10-27,2011-12-07,2958,3512
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,merchandise,357,232.05,30,29,0.65,11,2009-12-02,2010-11-12,2750,3513
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,merchandise,547,231.99,10,8,0.42,4,2009-12-03,2010-03-02,2427,3514
23447,PINK BUNNY EASTER EGG BASKET,merchandise,158,231.9,4,4,1.47,2,2011-10-10,2011-12-07,3333,3515
23465,TUSCAN VILLA FEEDING STATION,merchandise,28,231.0,15,15,8.25,2,2011-10-04,2011-11-24,4059,3516
84926F,PSYCHEDELIC TILE COASTER,merchandise,465,230.5,30,24,0.5,16,2009-12-16,2011-12-06,2529,3517
23446,BLUE BUNNY EASTER EGG BASKET,merchandise,157,230.25,3,3,1.47,2,2011-10-10,2011-12-07,3335,3518
20736,PINK MINI TAPE MEASURE,merchandise,286,230.1,18,18,0.8,4,2009-12-02,2010-03-14,2939,3519
22877,"NUMBER TILE COTTAGE GARDEN, 9",merchandise,118,230.1,20,18,1.95,9,2010-10-18,2011-07-28,3452,3521
20906,VINTAGE NOTEBOOK BEAUTY GIRL,merchandise,78,230.1,28,25,2.95,14,2009-12-02,2011-04-03,3683,3520
84461,12 PINK HEN+CHICKS IN BASKET,merchandise,90,229.5,34,33,2.55,7,2010-01-31,2011-04-20,3610,3522
90185C,BLACK DIAMANTE EXPANDABLE RING,merchandise,54,229.5,19,17,4.25,11,2009-12-01,2011-09-23,3825,3523
20795,LARGE BLUE PROVENCAL CERAMIC BALL,merchandise,116,228.84,17,15,1.97,12,2009-12-09,2011-12-02,3461,3524
90146,FINE SILVER NECKLACE W PASTEL FLOWE,merchandise,35,228.75,13,12,6.54,8,2009-12-13,2011-10-26,3982,3525
84661A,WHITE SQUARE TABLE CLOCK,merchandise,203,228.54,25,22,1.13,12,2009-12-07,2011-12-07,3188,3526
35096A,BLUE VICTORIAN FABRIC HEART BOX,merchandise,710,228.39,19,18,0.32,4,2009-12-02,2010-03-05,2222,3527
20987,GEISHA GIRL CHOPSTICKS SET/5,merchandise,117,228.15,12,11,1.95,1,2009-12-01,2009-12-08,3455,3528
47471,RAINBOW PEGS PHOTO CLIP STRING,merchandise,383,227.53,41,35,0.59,20,2010-01-21,2011-12-05,2695,3529
23036,T-LIGHT HOLDER SILVER PETIT FOUR,merchandise,182,227.5,15,14,1.25,7,2011-06-22,2011-12-06,3254,3530
10123C,HEARTS WRAPPING TAPE,merchandise,629,227.41,46,39,0.36,14,2009-12-04,2011-03-31,2318,3531
72781,BLACK SILOUETTE CANDLE PLATE,merchandise,120,227.4,14,11,1.9,7,2009-12-17,2010-10-11,3446,3532
84927F,PSYCHEDELIC TILE HOOK,merchandise,324,227.25,51,44,0.7,17,2009-12-16,2011-12-07,2828,3533
72750D,F.FAIRY S/3 CANDLE/GLASS,merchandise,110,226.5,11,11,2.06,2,2009-12-07,2010-01-28,3497,3534
84532B,FAIRY CAKES RECTANGLUAR BOXES,merchandise,38,226.1,23,21,5.95,4,2009-12-02,2010-03-31,3950,3535
23003,TRAVEL CARD WALLET VINTAGE ROSE,merchandise,541,225.78,52,38,0.42,5,2011-02-16,2011-06-12,2436,3536
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,merchandise,201,225.55,17,16,1.12,3,2009-12-02,2010-09-21,3196,3537
20869,GOLD FABRIC MIRROR,merchandise,459,225.49,31,30,0.49,15,2009-12-02,2011-12-08,2543,3538
TEST001,This is a test product.,merchandise,50,225.0,9,2,4.5,3,2009-12-14,2010-04-12,3859,3539
84993B,75 BLACK PETIT FOUR CASES,merchandise,534,224.28,77,57,0.42,18,2009-12-03,2011-08-08,2444,3540
22872,"NUMBER TILE COTTAGE GARDEN, 4",merchandise,115,224.25,18,16,1.95,10,2010-10-18,2011-08-21,3466,3541
44234,ASSORTED CIRCULAR MOBILE,merchandise,1161,222.93,39,28,0.19,22,2009-12-14,2011-12-09,1727,3542
84529C,YELLOW KNITTED KIDS RUCKSACK,merchandise,33,222.75,11,9,6.75,6,2009-12-16,2010-06-01,4008,3543
22874,"NUMBER TILE COTTAGE GARDEN, 6",merchandise,114,222.3,17,15,1.95,9,2010-10-18,2011-09-18,3476,3544
37508,NEW ENGLAND CERAMIC CAKE SERVER,merchandise,87,221.85,44,35,2.55,9,2009-12-02,2010-08-24,3627,3545
90014C,SILVER/BLACK ORBIT NECKLACE,merchandise,23,221.85,14,13,9.65,12,2009-12-02,2011-11-27,4129,3546
84870B,BLUE GEISHA GIRL,merchandise,59,221.25,23,22,3.75,15,2009-12-07,2011-09-02,3794,3547
84870C,GREEN GEISHA GIRL,merchandise,59,221.25,21,21,3.75,13,2009-12-17,2011-10-30,3795,3548
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,merchandise,96,220.8,26,24,2.3,3,2010-01-31,2010-03-28,3580,3549
21144,PINK POODLE HANGING DECORATION,merchandise,505,220.79,42,40,0.44,10,2009-12-03,2010-11-11,2484,3550
17090A,LAVENDER INCENSE 40 CONES IN TIN,merchandise,215,220.75,26,24,1.03,16,2009-12-10,2011-11-24,3153,3551
90070,RUBY GLASS CLUSTER BRACELET,merchandise,37,220.15,11,9,5.95,7,2010-03-03,2011-11-08,3956,3552
72739C,DARK CHOCOLATE SCENTCANDLE,merchandise,291,219.75,11,10,0.76,2,2009-12-07,2010-01-27,2928,3553
84499,BLACK FLOWER CANDLE PLATE,merchandise,294,219.66,20,16,0.75,12,2009-12-18,2011-01-04,2914,3554
