stock_code,product_description,sale_quarter,quantity_sold,revenue,order_count,customer_count
85132C,CHARLIE AND LOLA FIGURES TINS,2009-Q4,178,964.58,15,14
85132C,CHARLIE AND LOLA FIGURES TINS,2010-Q1,22,146.9,8,8
85132C,CHARLIE AND LOLA FIGURES TINS,2010-Q2,11,109.45,8,8
85132C,CHARLIE AND LOLA FIGURES TINS,2010-Q3,25,236.75,10,9
85132C,CHARLIE AND LOLA FIGURES TINS,2010-Q4,283,607.85,26,26
85132C,CHARLIE AND LOLA FIGURES TINS,2011-Q1,20,103.0,5,5
85132C,CHARLIE AND LOLA FIGURES TINS,2011-Q2,690,1345.5,73,58
85132C,CHARLIE AND LOLA FIGURES TINS,2011-Q3,692,1349.4,46,40
85135A,YELLOW DRAGONFLY HELICOPTER,2009-Q4,19,151.05,12,11
85135A,YELLOW DRAGONFLY HELICOPTER,2010-Q1,11,87.45,10,6
85135A,YELLOW DRAGONFLY HELICOPTER,2010-Q2,9,71.55,6,6
85135A,YELLOW DRAGONFLY HELICOPTER,2010-Q3,11,87.45,7,7
85135A,YELLOW DRAGONFLY HELICOPTER,2010-Q4,12,95.4,10,9
85135A,YELLOW DRAGONFLY HELICOPTER,2011-Q4,14,111.3,5,5
85135B,BLUE DRAGONFLY HELICOPTER,2009-Q4,10,79.5,9,9
85135B,BLUE DRAGONFLY HELICOPTER,2010-Q1,6,47.7,5,5
85135B,BLUE DRAGONFLY HELICOPTER,2010-Q2,7,55.65,5,5
85135B,BLUE DRAGONFLY HELICOPTER,2010-Q3,3,23.85,3,3
85135B,BLUE DRAGONFLY HELICOPTER,2010-Q4,60,477.0,33,32
85135B,BLUE DRAGONFLY HELICOPTER,2011-Q2,11,87.45,10,8
85135B,BLUE DRAGONFLY HELICOPTER,2011-Q3,12,95.4,8,7
85135B,BLUE DRAGONFLY HELICOPTER,2011-Q4,5,39.75,3,3
85135C,RED DRAGONFLY HELICOPTER,2009-Q4,3,23.85,2,2
85135C,RED DRAGONFLY HELICOPTER,2010-Q1,1,7.95,1,1
85135C,RED DRAGONFLY HELICOPTER,2010-Q2,3,23.85,2,2
85135C,RED DRAGONFLY HELICOPTER,2010-Q3,3,23.85,2,2
85135C,RED DRAGONFLY HELICOPTER,2010-Q4,36,286.2,19,19
85135C,RED DRAGONFLY HELICOPTER,2011-Q1,5,39.75,4,4
85135C,RED DRAGONFLY HELICOPTER,2011-Q2,11,87.45,10,9
85135C,RED DRAGONFLY HELICOPTER,2011-Q3,20,159.0,10,9
85135C,RED DRAGONFLY HELICOPTER,2011-Q4,25,198.75,15,15
85136A,YELLOW SHARK HELICOPTER,2009-Q4,7,55.65,5,5
85136A,YELLOW SHARK HELICOPTER,2010-Q1,12,95.4,8,8
85136A,YELLOW SHARK HELICOPTER,2010-Q2,1,7.95,1,1
85136A,YELLOW SHARK HELICOPTER,2010-Q3,3,23.85,3,3
85136A,YELLOW SHARK HELICOPTER,2010-Q4,36,286.2,23,22
85136A,YELLOW SHARK HELICOPTER,2011-Q1,5,39.75,4,4
85136A,YELLOW SHARK HELICOPTER,2011-Q2,4,31.8,4,4
85136A,YELLOW SHARK HELICOPTER,2011-Q3,4,31.8,4,4
85136A,YELLOW SHARK HELICOPTER,2011-Q4,25,198.75,15,14
85136B,BLUE SHARK HELICOPTER,2009-Q4,9,71.55,8,8
85136B,BLUE SHARK HELICOPTER,2010-Q1,7,55.65,7,7
85136B,BLUE SHARK HELICOPTER,2010-Q2,11,87.45,5,5
85136B,BLUE SHARK HELICOPTER,2010-Q3,8,63.6,6,6
85136B,BLUE SHARK HELICOPTER,2010-Q4,14,111.3,13,13
85136C,RED SHARK HELICOPTER,2009-Q4,34,270.3,13,13
85136C,RED SHARK HELICOPTER,2010-Q1,8,63.6,8,6
85136C,RED SHARK HELICOPTER,2010-Q2,4,31.8,4,4
85136C,RED SHARK HELICOPTER,2010-Q3,12,95.4,10,10
85136C,RED SHARK HELICOPTER,2010-Q4,47,373.65,26,26
85136C,RED SHARK HELICOPTER,2011-Q3,5,39.75,3,3
85136C,RED SHARK HELICOPTER,2011-Q4,21,166.95,16,12
85141,JARDIN ETCHED GLASS FRUITBOWL,2009-Q4,7,75.25,2,2
85141,JARDIN ETCHED GLASS FRUITBOWL,2010-Q1,13,139.75,7,7
85141,JARDIN ETCHED GLASS FRUITBOWL,2010-Q2,15,161.25,7,7
85141,JARDIN ETCHED GLASS FRUITBOWL,2010-Q3,11,118.25,8,7
85141,JARDIN ETCHED GLASS FRUITBOWL,2010-Q4,17,182.75,8,7
85141,JARDIN ETCHED GLASS FRUITBOWL,2011-Q1,23,218.85,10,9
85141,JARDIN ETCHED GLASS FRUITBOWL,2011-Q2,94,371.3,27,22
85142,JARDIN ETCHED GLASS GINGER JAR,2009-Q4,10,79.5,6,6
85142,JARDIN ETCHED GLASS GINGER JAR,2010-Q1,17,135.15,9,9
85142,JARDIN ETCHED GLASS GINGER JAR,2010-Q2,21,166.95,10,10
85142,JARDIN ETCHED GLASS GINGER JAR,2010-Q3,2,15.9,2,2
85144,JARDIN ETCHED GLASS BUTTER DISH,2009-Q4,1,7.25,1,1
85144,JARDIN ETCHED GLASS BUTTER DISH,2010-Q1,12,87.0,6,5
85144,JARDIN ETCHED GLASS BUTTER DISH,2010-Q2,19,126.95,6,6
85144,JARDIN ETCHED GLASS BUTTER DISH,2010-Q3,26,177.7,9,9
85144,JARDIN ETCHED GLASS BUTTER DISH,2010-Q4,11,79.75,8,7
85144,JARDIN ETCHED GLASS CHEESE DISH,2011-Q1,29,204.95,16,15
85144,JARDIN ETCHED GLASS CHEESE DISH,2011-Q2,190,370.5,24,22
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2009-Q4,16,175.2,1,1
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2010-Q1,8,102.0,5,3
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2010-Q2,3,38.25,3,3
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2010-Q3,16,189.6,5,5
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2010-Q4,11,140.25,3,3
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2011-Q1,2,25.5,2,2
85145,JARDIN ETCHED GLASS LARGE BELL JAR,2011-Q2,35,138.25,11,10
85146,JARDIN ETCHED GLASS SMALL BELL JAR,2010-Q1,9,53.55,2,2
85146,JARDIN ETCHED GLASS SMALL BELL JAR,2010-Q3,23,124.85,4,4
85146,JARDIN ETCHED GLASS SMALL BELL JAR,2010-Q4,52,297.4,14,12
85146,JARDIN ETCHED GLASS SMALL BELL JAR,2011-Q1,7,41.65,3,3
85146,JARDIN ETCHED GLASS SMALL BELL JAR,2011-Q2,24,46.8,4,4
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,2009-Q4,49,242.55,13,12
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,2010-Q1,11,54.45,2,2
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,2010-Q2,1,4.95,1,1
85150,LADIES & GENTLEMEN METAL SIGN,2009-Q4,325,807.15,42,38
85150,LADIES & GENTLEMEN METAL SIGN,2010-Q1,776,1889.7,104,77
85150,LADIES & GENTLEMEN METAL SIGN,2010-Q2,970,2335.8,126,112
85150,LADIES & GENTLEMEN METAL SIGN,2010-Q3,1325,3227.55,147,116
85150,LADIES & GENTLEMEN METAL SIGN,2010-Q4,1513,3480.87,145,117
85150,LADIES & GENTLEMEN METAL SIGN,2011-Q1,1165,2532.51,103,89
85150,LADIES & GENTLEMEN METAL SIGN,2011-Q2,810,1767.3,72,56
85150,LADIES & GENTLEMEN METAL SIGN,2011-Q3,664,1520.4,44,40
85150,LADIES & GENTLEMEN METAL SIGN,2011-Q4,670,1643.7,106,83
85151,WELCOME METAL SIGN,2009-Q4,44,55.0,8,8
85152,HAND OVER THE CHOCOLATE   SIGN,2009-Q4,534,1042.68,54,48
85152,HAND OVER THE CHOCOLATE   SIGN,2010-Q1,1731,3155.52,137,116
85152,HAND OVER THE CHOCOLATE   SIGN,2010-Q2,2128,3912.44,169,136
85152,HAND OVER THE CHOCOLATE   SIGN,2010-Q3,2300,4416.72,181,136
85152,HAND OVER THE CHOCOLATE   SIGN,2010-Q4,2223,4287.66,213,161
85152,HAND OVER THE CHOCOLATE   SIGN,2011-Q1,1335,2551.38,143,110
85152,HAND OVER THE CHOCOLATE   SIGN,2011-Q2,1679,3299.34,141,97
85152,HAND OVER THE CHOCOLATE   SIGN,2011-Q3,1681,3305.71,122,102
85152,HAND OVER THE CHOCOLATE   SIGN,2011-Q4,2751,5078.4,140,108
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2010-Q2,4,25.4,2,2
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2010-Q4,29,61.75,4,4
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2011-Q1,213,323.35,19,17
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2011-Q2,107,208.65,9,9
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2011-Q3,62,120.9,7,7
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2011-Q4,43,83.85,7,7
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2010-Q2,9,57.15,5,4
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2010-Q3,4,25.4,2,2
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2010-Q4,27,49.05,4,4
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2011-Q1,165,260.15,11,10
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2011-Q2,206,401.7,24,18
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2011-Q3,123,239.85,12,11
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2011-Q4,104,202.8,10,10
85160A,WHITE BIRD GARDEN DESIGN MUG,2009-Q4,6,7.5,1,1
85160A,WHITE BIRD GARDEN DESIGN MUG,2010-Q1,48,60.0,5,5
85160A,WHITE BIRD GARDEN DESIGN MUG,2010-Q2,68,85.0,9,8
85160A,WHITE BIRD GARDEN DESIGN MUG,2010-Q3,8654,1140.7,5,5
85160A,WHITE BIRD GARDEN DESIGN MUG,2010-Q4,24,30.0,2,2
85160B,BLACK BIRD GARDEN DESIGN MUG,2009-Q4,6,7.5,1,1
85160B,BLACK BIRD GARDEN DESIGN MUG,2010-Q1,36,45.0,4,4
85160B,BLACK BIRD GARDEN DESIGN MUG,2010-Q2,30,37.5,4,3
85160B,BLACK BIRD GARDEN DESIGN MUG,2010-Q3,5966,791.26,5,5
85160B,BLACK BIRD GARDEN DESIGN MUG,2010-Q4,6,7.5,1,1
85160B,BLACK BIRD GARDEN DESIGN MUG,2011-Q1,14,10.62,3,3
85160B,BLACK BIRD GARDEN DESIGN MUG,2011-Q2,22,8.58,4,4
85160B,BLACK BIRD GARDEN DESIGN MUG,2011-Q3,45,17.55,6,6
85160B,BLACK BIRD GARDEN DESIGN MUG,2011-Q4,24,9.36,2,2
85161,ACRYLIC GEOMETRIC LAMP,2009-Q4,1,18.95,1,1
85161,ACRYLIC GEOMETRIC LAMP,2010-Q1,3,56.85,2,2
85161,ACRYLIC GEOMETRIC LAMP,2010-Q2,6,105.7,3,3
85161,ACRYLIC GEOMETRIC LAMP,2010-Q3,2,37.9,2,2
85161,ACRYLIC GEOMETRIC LAMP,2010-Q4,3,56.85,3,2
85161,ACRYLIC GEOMETRIC LAMP,2011-Q1,2,37.9,2,2
85161,ACRYLIC GEOMETRIC LAMP,2011-Q3,7,126.65,5,4
85161,ACRYLIC GEOMETRIC LAMP,2011-Q4,3,56.85,2,2
85162A,SILVER RETRODISC LAMPSHADE,2009-Q4,146,292.7,5,5
85162A,SILVER RETRODISC LAMPSHADE,2010-Q1,135,287.25,7,7
85162A,SILVER RETRODISC LAMPSHADE,2010-Q2,324,631.8,7,4
85162B,BLACK RETRODISC LAMPSHADE,2009-Q4,96,187.2,1,1
85162B,BLACK RETRODISC LAMPSHADE,2010-Q1,312,608.4,4,3
85162B,BLACK RETRODISC LAMPSHADE,2010-Q2,569,1109.55,8,5
85162C,WHITE RETRODISC LAMPSHADE,2009-Q4,168,327.6,4,4
85162C,WHITE RETRODISC LAMPSHADE,2010-Q1,303,614.85,9,7
85162C,WHITE RETRODISC LAMPSHADE,2010-Q2,427,832.65,28,6
85163A,WHITE BAROQUE WALL CLOCK,2009-Q4,1,12.75,1,1
85163A,WHITE BAROQUE WALL CLOCK,2010-Q1,10,127.5,8,8
85163A,WHITE BAROQUE WALL CLOCK,2010-Q2,12,142.2,6,6
85163A,WHITE BAROQUE WALL CLOCK,2010-Q3,6,76.5,5,5
85163A,WHITE BAROQUE WALL CLOCK,2010-Q4,6,76.5,4,4
85163A,WHITE BAROQUE WALL CLOCK,2011-Q1,3,38.25,3,3
85163A,WHITE BAROQUE WALL CLOCK,2011-Q2,25,107.55,3,2
85163A,WHITE BAROQUE WALL CLOCK,2011-Q3,4,51.0,4,4
85163A,WHITE BAROQUE WALL CLOCK,2011-Q4,12,140.4,7,6
85163B,BLACK BAROQUE WALL CLOCK,2010-Q1,5,63.75,5,4
85163B,BLACK BAROQUE WALL CLOCK,2010-Q2,8,102.0,8,8
85163B,BLACK BAROQUE WALL CLOCK,2010-Q3,8,102.0,7,6
85163B,BLACK BAROQUE WALL CLOCK,2010-Q4,4,51.0,4,4
85163B,BLACK BAROQUE WALL CLOCK,2011-Q1,10,116.7,5,3
85163B,BLACK BAROQUE WALL CLOCK,2011-Q2,28,145.8,5,4
85163B,BLACK BAROQUE WALL CLOCK,2011-Q3,2,25.5,2,2
85163B,BLACK BAROQUE WALL CLOCK,2011-Q4,3,32.85,1,1
85164B,BLACK BAROQUE CUCKOO CLOCK,2009-Q4,7,89.25,6,5
85164B,BLACK BAROQUE CUCKOO CLOCK,2010-Q1,52,484.5,14,11
85164B,BLACK BAROQUE CUCKOO CLOCK,2010-Q2,27,267.75,11,9
85164B,BLACK BAROQUE CUCKOO CLOCK,2010-Q3,27,293.25,10,10
85165,CANDY PINK FRENCH BOUDOIR CLOCK,2009-Q4,2,19.9,1,1
85165,CANDY PINK FRENCH BOUDOIR CLOCK,2010-Q1,9,89.55,6,6
85165,CANDY PINK FRENCH BOUDOIR CLOCK,2010-Q2,5,49.75,4,4
85166A,WHITE METAL BAROQUE PHOTO FRAME,2009-Q4,71,116.25,7,7
85166A,WHITE METAL BAROQUE PHOTO FRAME,2010-Q1,1,3.75,1,1
85166B,BLACK METAL BAROQUE PHOTO FRAME,2009-Q4,94,127.5,4,4
85166B,BLACK METAL BAROQUE PHOTO FRAME,2010-Q1,336,510.0,12,11
85166B,BLACK METAL BAROQUE PHOTO FRAME,2010-Q2,59,116.25,9,8
85166B,BLACK METAL BAROQUE PHOTO FRAME,2010-Q3,5,18.75,2,2
85166B,BLACK METAL BAROQUE PHOTO FRAME,2010-Q4,7,26.25,4,4
85167A,WHITE GRAND BAROQUE PHOTO FRAME,2009-Q4,51,126.75,7,7
85167A,WHITE GRAND BAROQUE PHOTO FRAME,2010-Q1,123,252.75,5,5
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2009-Q4,70,245.9,3,3
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2010-Q1,348,489.0,10,8
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2010-Q2,97,196.25,10,10
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2010-Q3,69,203.25,14,12
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2010-Q4,118,231.5,11,10
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2011-Q1,8,34.0,3,3
85167B,BLACK GRAND BAROQUE PHOTO FRAME,2011-Q2,7,8.75,1,1
85168A,WHITE BAROQUE CARRIAGE CLOCK,2009-Q4,7,69.65,4,4
85168A,WHITE BAROQUE CARRIAGE CLOCK,2010-Q1,12,119.4,9,7
85168A,WHITE BAROQUE CARRIAGE CLOCK,2010-Q2,3,29.85,2,2
85168B,BLACK BAROQUE CARRIAGE CLOCK,2009-Q4,1,9.95,1,1
85168B,BLACK BAROQUE CARRIAGE CLOCK,2010-Q1,2,19.9,2,2
85168B,BLACK BAROQUE CARRIAGE CLOCK,2010-Q2,5,49.75,4,3
85168B,BLACK BAROQUE CARRIAGE CLOCK,2010-Q3,9,89.55,7,7
85168B,BLACK BAROQUE CARRIAGE CLOCK,2010-Q4,3,29.85,2,2
85168B,BLACK BAROQUE CARRIAGE CLOCK,2011-Q2,2,19.9,1,1
85168B,BLACK BAROQUE CARRIAGE CLOCK,2011-Q3,1,8.29,1,1
85168B,BLACK BAROQUE CARRIAGE CLOCK,2011-Q4,14,121.48,5,4
85169A,IVORY LOVE BIRD CANDLE,2009-Q4,50,62.5,4,4
85169A,IVORY LOVE BIRD CANDLE,2010-Q1,36,45.0,8,8
85169A,IVORY LOVE BIRD CANDLE,2010-Q2,71,88.75,10,10
85169A,IVORY LOVE BIRD CANDLE,2010-Q3,106,132.5,14,14
85169A,IVORY LOVE BIRD CANDLE,2010-Q4,360,339.0,25,20
85169A,IVORY LOVE BIRD CANDLE,2011-Q1,162,168.9,11,11
85169A,IVORY LOVE BIRD CANDLE,2011-Q2,19,23.75,5,5
85169A,IVORY LOVE BIRD CANDLE,2011-Q3,98,122.5,10,10
85169A,IVORY LOVE BIRD CANDLE,2011-Q4,39,51.17,10,10
85169B,BLACK LOVE BIRD CANDLE,2010-Q1,17,21.25,4,4
85169B,BLACK LOVE BIRD CANDLE,2010-Q2,14,17.5,3,2
85169B,BLACK LOVE BIRD CANDLE,2010-Q3,24,30.0,6,6
85169B,BLACK LOVE BIRD CANDLE,2010-Q4,174,177.66,13,11
85169B,BLACK LOVE BIRD CANDLE,2011-Q1,50,42.58,7,6
85169B,BLACK LOVE BIRD CANDLE,2011-Q2,3,3.75,2,2
85169B,BLACK LOVE BIRD CANDLE,2011-Q3,41,51.25,6,6
85169B,BLACK LOVE BIRD CANDLE,2011-Q4,8,10.0,4,3
85169C,EAU DE NIL LOVE BIRD CANDLE,2009-Q4,12,15.0,1,1
85169C,EAU DE NIL LOVE BIRD CANDLE,2010-Q1,19,23.75,5,5
85169C,EAU DE NIL LOVE BIRD CANDLE,2010-Q2,17,21.25,5,4
85169C,EAU DE NIL LOVE BIRD CANDLE,2010-Q3,7,8.75,5,3
85169C,EAU DE NIL LOVE BIRD CANDLE,2010-Q4,18,22.5,2,2
85169C,EAU DE NIL LOVE BIRD CANDLE,2011-Q1,120,116.4,7,7
85169C,EAU DE NIL LOVE BIRD CANDLE,2011-Q2,186,199.82,7,5
85169C,EAU DE NIL LOVE BIRD CANDLE,2011-Q3,13,16.25,2,2
85169C,EAU DE NIL LOVE BIRD CANDLE,2011-Q4,5,6.25,4,3
85169D,PINK LOVE BIRD CANDLE,2010-Q1,39,48.75,5,5
85169D,PINK LOVE BIRD CANDLE,2010-Q2,37,46.25,4,4
85169D,PINK LOVE BIRD CANDLE,2010-Q3,38,47.5,9,7
85169D,PINK LOVE BIRD CANDLE,2010-Q4,88,70.16,8,8
85169D,PINK LOVE BIRD CANDLE,2011-Q1,101,112.57,9,8
85169D,PINK LOVE BIRD CANDLE,2011-Q2,21,26.25,4,4
85169D,PINK LOVE BIRD CANDLE,2011-Q3,24,30.0,2,2
85169D,PINK LOVE BIRD CANDLE,2011-Q4,26,32.5,4,4
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2009-Q4,110,201.48,9,9
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2010-Q1,45,94.5,12,11
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2010-Q2,153,286.86,10,10
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2010-Q3,180,258.0,17,16
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2010-Q4,312,539.58,14,11
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2010-Q1,29,55.98,5,4
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2010-Q2,19,39.9,2,2
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2010-Q3,7,14.7,2,2
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2010-Q4,71,89.1,8,8
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2011-Q1,27,26.7,3,3
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2011-Q2,79,75.9,3,3
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2011-Q3,8,16.8,5,5
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2011-Q4,7,14.7,5,3
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2009-Q4,2,4.2,1,1
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2010-Q1,44,92.4,7,7
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2010-Q2,23,48.3,6,6
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2010-Q3,99,87.9,3,3
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2010-Q4,52,64.2,5,5
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2011-Q1,56,87.6,8,8
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2011-Q2,96,111.6,5,5
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2011-Q3,43,90.3,8,8
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2011-Q4,17,37.73,5,4
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2009-Q4,16,33.6,5,5
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2010-Q1,21,44.1,6,6
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2010-Q2,29,55.98,5,5
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2010-Q3,152,139.2,9,7
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2010-Q4,87,77.7,8,8
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2011-Q1,101,142.26,13,10
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2011-Q2,111,133.26,7,7
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2011-Q3,29,64.96,8,7
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2011-Q4,29,83.23,16,8
85171,S/2 HYACINTH BULB CANDLES,2009-Q4,1,2.55,1,1
85172,HYACINTH BULB T-LIGHT CANDLES,2009-Q4,192,80.64,8,7
85172,HYACINTH BULB T-LIGHT CANDLES,2010-Q1,1101,430.74,35,35
85172,HYACINTH BULB T-LIGHT CANDLES,2010-Q2,496,204.48,19,18
85172,HYACINTH BULB T-LIGHT CANDLES,2010-Q3,528,206.4,15,14
85172,HYACINTH BULB T-LIGHT CANDLES,2010-Q4,917,369.78,24,19
85172,HYACINTH BULB T-LIGHT CANDLES,2011-Q1,304,127.68,14,13
85172,HYACINTH BULB T-LIGHT CANDLES,2011-Q2,144,60.48,6,6
85172,HYACINTH BULB T-LIGHT CANDLES,2011-Q3,96,40.32,5,5
85172,HYACINTH BULB T-LIGHT CANDLES,2011-Q4,576,241.92,11,11
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2009-Q4,62,136.5,4,4
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2010-Q1,113,266.55,16,12
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2010-Q2,49,124.95,11,10
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2010-Q3,265,327.75,10,10
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2010-Q4,109,155.55,16,15
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2011-Q1,137,186.15,10,10
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2011-Q2,71,99.45,8,8
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2011-Q3,41,104.55,10,10
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2011-Q4,107,161.82,17,15
85174,S/4 CACTI CANDLES,2009-Q4,271,1195.85,22,16
85174,S/4 CACTI CANDLES,2010-Q1,152,721.6,37,28
85174,S/4 CACTI CANDLES,2010-Q2,110,516.5,32,28
85174,S/4 CACTI CANDLES,2010-Q3,103,501.45,29,24
85174,S/4 CACTI CANDLES,2010-Q4,359,1418.05,46,35
85174,S/4 CACTI CANDLES,2011-Q1,108,379.4,19,17
85174,S/4 CACTI CANDLES,2011-Q2,109,505.95,19,18
85174,S/4 CACTI CANDLES,2011-Q3,11,77.81,5,4
85174,S/4 CACTI CANDLES,2011-Q4,117,543.71,20,15
85175,CACTI T-LIGHT CANDLES,2009-Q4,928,374.4,19,15
85175,CACTI T-LIGHT CANDLES,2010-Q1,3263,1286.94,79,62
85175,CACTI T-LIGHT CANDLES,2010-Q2,2608,1061.76,89,68
85175,CACTI T-LIGHT CANDLES,2010-Q3,1761,701.22,44,33
85175,CACTI T-LIGHT CANDLES,2010-Q4,2181,900.66,56,45
85175,CACTI T-LIGHT CANDLES,2011-Q1,1585,634.98,41,34
85175,CACTI T-LIGHT CANDLES,2011-Q2,1584,603.84,30,27
85175,CACTI T-LIGHT CANDLES,2011-Q3,812,325.68,26,25
85175,CACTI T-LIGHT CANDLES,2011-Q4,852,352.88,25,22
85176,SEWING SUSAN 21 NEEDLE SET,2009-Q4,127,107.95,10,10
85176,SEWING SUSAN 21 NEEDLE SET,2010-Q1,808,565.84,25,19
85176,SEWING SUSAN 21 NEEDLE SET,2010-Q2,242,205.7,24,21
85176,SEWING SUSAN 21 NEEDLE SET,2010-Q3,114,96.9,17,16
85176,SEWING SUSAN 21 NEEDLE SET,2010-Q4,521,382.37,25,22
85176,SEWING SUSAN 21 NEEDLE SET,2011-Q1,78,66.3,14,10
85176,SEWING SUSAN 21 NEEDLE SET,2011-Q2,144,122.4,14,11
85176,SEWING SUSAN 21 NEEDLE SET,2011-Q3,201,171.63,19,18
85176,SEWING SUSAN 21 NEEDLE SET,2011-Q4,183,164.91,26,21
85177,BASKET OF FLOWERS SEWING KIT,2009-Q4,86,73.1,7,7
85177,BASKET OF FLOWERS SEWING KIT,2010-Q1,260,221.0,15,13
85177,BASKET OF FLOWERS SEWING KIT,2010-Q2,363,308.55,19,17
85177,BASKET OF FLOWERS SEWING KIT,2010-Q3,97,82.45,12,11
85177,BASKET OF FLOWERS SEWING KIT,2010-Q4,317,269.45,20,19
85177,BASKET OF FLOWERS SEWING KIT,2011-Q1,397,276.97,11,11
85177,BASKET OF FLOWERS SEWING KIT,2011-Q2,81,68.85,7,7
85177,BASKET OF FLOWERS SEWING KIT,2011-Q3,42,35.7,4,4
85177,BASKET OF FLOWERS SEWING KIT,2011-Q4,134,116.24,17,16
85178,VICTORIAN SEWING KIT,2009-Q4,146,182.5,18,18
85178,VICTORIAN SEWING KIT,2010-Q1,1130,1066.9,26,24
85178,VICTORIAN SEWING KIT,2010-Q2,455,568.75,36,34
85178,VICTORIAN SEWING KIT,2010-Q3,713,776.05,36,31
85178,VICTORIAN SEWING KIT,2010-Q4,976,1162.4,51,44
85178,VICTORIAN SEWING KIT,2011-Q1,583,728.75,20,19
85178,VICTORIAN SEWING KIT,2011-Q2,457,417.65,11,10
85178,VICTORIAN SEWING KIT,2011-Q3,297,371.25,24,23
85178,VICTORIAN SEWING KIT,2011-Q4,677,678.29,32,27
85179A,GREEN BITTY LIGHT CHAIN,2009-Q4,10,46.5,3,3
85179A,GREEN BITTY LIGHT CHAIN,2010-Q1,3,13.95,1,1
85179A,GREEN BITTY LIGHT CHAIN,2010-Q2,3,13.95,1,1
85179A,GREEN BITTY LIGHT CHAIN,2010-Q3,1,4.65,1,1
85179A,GREEN BITTY LIGHT CHAIN,2010-Q4,9,41.85,5,4
85179A,GREEN BITTY LIGHT CHAIN,2011-Q2,3,13.95,1,1
